salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
1932,3693075246,90.0,,64.0,YEARLY,USD,BASE_SALARY
1933,3693075252,250000.0,,200000.0,YEARLY,USD,BASE_SALARY
1934,3693075261,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
1935,3693075273,27.0,,22.0,HOURLY,USD,BASE_SALARY
1936,3693075281,185000.0,,155000.0,YEARLY,USD,BASE_SALARY
1937,3693075284,175000.0,,150000.0,YEARLY,USD,BASE_SALARY
1938,3693075323,115000.0,,90000.0,YEARLY,USD,BASE_SALARY
1939,3693075396,170000.0,,120000.0,YEARLY,USD,BASE_SALARY
1940,3693075402,25.0,,20.0,HOURLY,USD,BASE_SALARY
1941,3693075404,155000.0,,120000.0,YEARLY,USD,BASE_SALARY
1942,3693075405,17.5,,17.5,HOURLY,USD,BASE_SALARY
1943,3693075408,72000.0,,70000.0,YEARLY,USD,BASE_SALARY
1944,3693075444,90000.0,,76000.0,YEARLY,USD,BASE_SALARY
1945,3693075449,130000.0,,83000.0,YEARLY,USD,BASE_SALARY
1946,3693075453,40.0,,35.0,HOURLY,USD,BASE_SALARY
1947,3693075460,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
1948,3693075474,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
1949,3693573636,24.0,,20.0,HOURLY,USD,BASE_SALARY
1950,3693576985,70.0,,60.0,HOURLY,USD,BASE_SALARY
1951,3693580156,14.0,,14.0,HOURLY,USD,BASE_SALARY
1952,3693580716,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
1953,3693580745,88200.0,,67800.0,YEARLY,USD,BASE_SALARY
1954,3693580746,,30.55,,HOURLY,USD,BASE_SALARY
1955,3693580759,78000.0,,49000.0,YEARLY,USD,BASE_SALARY
1956,3693580775,86000.0,,73000.0,YEARLY,USD,BASE_SALARY
1957,3693580780,116000.0,,66300.0,YEARLY,USD,BASE_SALARY
1958,3693580811,26.35,,21.65,HOURLY,USD,BASE_SALARY
1959,3693580844,91000.0,,50000.0,YEARLY,USD,BASE_SALARY
1960,3693580850,60.0,,55.0,HOURLY,USD,BASE_SALARY
1961,3693580851,77875.0,,67163.0,YEARLY,USD,BASE_SALARY
1962,3693580852,60.0,,45.0,HOURLY,USD,BASE_SALARY
1963,3693580860,58.5,,37.0,HOURLY,USD,BASE_SALARY
1964,3693580909,18.0,,17.0,HOURLY,USD,BASE_SALARY
1965,3693580911,19.0,,17.0,HOURLY,USD,BASE_SALARY
1966,3693580912,18.75,,18.25,HOURLY,USD,BASE_SALARY
1967,3693580918,18.5,,17.0,HOURLY,USD,BASE_SALARY
1968,3693580919,,19.25,,HOURLY,USD,BASE_SALARY
1969,3693580926,,25.55,,HOURLY,USD,BASE_SALARY
1970,3693580972,,33.0,,HOURLY,USD,BASE_SALARY
1971,3693580975,,33.0,,HOURLY,USD,BASE_SALARY
1972,3693580984,23.33,,23.33,HOURLY,USD,BASE_SALARY
1973,3693580985,24.5,,18.3,HOURLY,USD,BASE_SALARY
1974,3693580998,89481.6,,50876.0,YEARLY,USD,BASE_SALARY
1975,3693580910,20.25,,19.25,HOURLY,USD,BASE_SALARY
1976,3693581633,,35.74,,HOURLY,USD,BASE_SALARY
1977,3693581635,,27.84,,HOURLY,USD,BASE_SALARY
1978,3693581641,201000.0,,125000.0,YEARLY,USD,BASE_SALARY
1979,3693581644,3920.0,,2917.0,MONTHLY,USD,BASE_SALARY
1980,3693581659,95900.0,,54800.0,YEARLY,USD,BASE_SALARY
1981,3693581729,,16.0,,HOURLY,USD,BASE_SALARY
1982,3693581730,85000.0,,64480.0,YEARLY,USD,BASE_SALARY
1983,3693581742,26.0,,17.0,HOURLY,USD,BASE_SALARY
1984,3693581751,89800.0,,51900.0,YEARLY,USD,BASE_SALARY
1985,3693581797,,16.0,,HOURLY,USD,BASE_SALARY
1986,3693581804,130700.0,,87100.0,YEARLY,USD,BASE_SALARY
1987,3693581808,115000.0,,90000.0,YEARLY,USD,BASE_SALARY
1988,3693581852,223100.0,,104900.0,YEARLY,USD,BASE_SALARY
1989,3693581854,23.1,,17.4,HOURLY,USD,BASE_SALARY
1990,3693581884,675000.0,,50000.0,YEARLY,USD,BASE_SALARY
1991,3693581936,60.0,,55.0,YEARLY,USD,BASE_SALARY
1992,3693581940,26.64,,21.3,HOURLY,USD,BASE_SALARY
1993,3693581943,,14.0,,HOURLY,USD,BASE_SALARY
1994,3693581951,261600.0,,174400.0,YEARLY,USD,BASE_SALARY
1995,3693581954,30.0,,19.0,HOURLY,USD,BASE_SALARY
1996,3693581995,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
1997,3693582641,,45000.0,,YEARLY,USD,BASE_SALARY
1998,3693582662,49.54,,34.7,HOURLY,USD,BASE_SALARY
1999,3693582667,73.0,,73.0,HOURLY,USD,BASE_SALARY
2000,3693582677,201000.0,,125000.0,YEARLY,USD,BASE_SALARY
2001,3693582691,24.0,,18.0,HOURLY,USD,BASE_SALARY
2002,3693582717,25.0,,23.0,HOURLY,USD,BASE_SALARY
2003,3693582772,24.37,,19.3,HOURLY,USD,BASE_SALARY
2004,3693582784,26.0,,17.0,HOURLY,USD,BASE_SALARY
2005,3693582825,15.5,,15.0,HOURLY,USD,BASE_SALARY
2006,3693582826,19.25,,17.25,HOURLY,USD,BASE_SALARY
2007,3693582827,20.55,,17.55,HOURLY,USD,BASE_SALARY
2008,3693582828,,16.0,,HOURLY,USD,BASE_SALARY
2009,3693582835,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
2010,3693582837,18.0,,15.0,HOURLY,USD,BASE_SALARY
2011,3693582839,,20.0,,HOURLY,USD,BASE_SALARY
2012,3693582883,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
2013,3693582884,,33.0,,HOURLY,USD,BASE_SALARY
2014,3693582922,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
2015,3693582948,254800.0,,169800.0,YEARLY,USD,BASE_SALARY
2016,3693582956,80.0,,50.0,HOURLY,USD,BASE_SALARY
2017,3693582968,24.9,,19.9,HOURLY,USD,BASE_SALARY
2018,3693582986,200000.0,,180000.0,YEARLY,USD,BASE_SALARY
2019,3693582987,,165000.0,,YEARLY,USD,BASE_SALARY
2020,3693582998,23.1,,23.1,HOURLY,USD,BASE_SALARY
2021,3693583506,18.0,,14.0,HOURLY,USD,BASE_SALARY
2022,3693583513,40.7,,30.77,HOURLY,USD,BASE_SALARY
2023,3693583522,257000.0,,192000.0,YEARLY,USD,BASE_SALARY
2024,3693583523,257000.0,,192000.0,YEARLY,USD,BASE_SALARY
2025,3693583531,77826.0,,59300.0,YEARLY,USD,BASE_SALARY
2026,3693583534,72.0,,65.0,HOURLY,USD,BASE_SALARY
2027,3693583632,16.0,,10.0,HOURLY,USD,BASE_SALARY
2028,3693583686,,18.25,,HOURLY,USD,BASE_SALARY
2029,3693583693,209100.0,,139400.0,YEARLY,USD,BASE_SALARY
2030,3693583730,68500.0,,39600.0,YEARLY,USD,BASE_SALARY
2031,3693583732,,33.0,,HOURLY,USD,BASE_SALARY
2032,3693583733,,33.0,,HOURLY,USD,BASE_SALARY
2033,3693583735,168500.0,,84200.0,YEARLY,USD,BASE_SALARY
2034,3693583751,19.5,,17.5,HOURLY,USD,BASE_SALARY
2035,3693583782,,14.0,,HOURLY,USD,BASE_SALARY
2036,3693583786,130000.0,,115000.0,YEARLY,USD,BASE_SALARY
2037,3693583801,173373.0,,108638.0,YEARLY,USD,BASE_SALARY
2038,3693583824,165530.0,,135720.0,YEARLY,USD,BASE_SALARY
2039,3693583831,152800.0,,101900.0,YEARLY,USD,BASE_SALARY
2040,3693583835,,14.0,,HOURLY,USD,BASE_SALARY
2041,3693583842,,14.0,,HOURLY,USD,BASE_SALARY
2042,3693583871,120.0,,100.0,HOURLY,USD,BASE_SALARY
2043,3693583872,175000.0,,155000.0,YEARLY,USD,BASE_SALARY
2044,3693583893,87000.0,,80000.0,YEARLY,USD,BASE_SALARY
2045,3693583914,100000.0,,60000.0,YEARLY,USD,BASE_SALARY
2046,3693583919,257280.0,,115740.0,YEARLY,USD,BASE_SALARY
2047,3693583923,4145.0,,3308.0,MONTHLY,USD,BASE_SALARY
2048,3693583943,10.0,,10.0,HOURLY,USD,BASE_SALARY
2049,3693583950,29.0,,24.0,HOURLY,USD,BASE_SALARY
2050,3693583953,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
2051,3693583975,74093.0,,61211.0,YEARLY,USD,BASE_SALARY
2052,3693583990,145000.0,,125000.0,YEARLY,USD,BASE_SALARY
2053,3693584429,30.0,,20.0,HOURLY,USD,BASE_SALARY
2054,3693584455,257000.0,,192000.0,YEARLY,USD,BASE_SALARY
2055,3693584462,113173.0,,76000.0,YEARLY,USD,BASE_SALARY
2056,3693584470,201000.0,,125000.0,YEARLY,USD,BASE_SALARY
2057,3693584472,201000.0,,125000.0,YEARLY,USD,BASE_SALARY
2058,3693584474,6907.0,,5518.0,MONTHLY,USD,BASE_SALARY
2059,3693584481,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
2060,3693584492,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
2061,3693584493,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
2062,3693584511,24.0,,20.0,HOURLY,USD,BASE_SALARY
2063,3693584538,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
2064,3693584542,196000.0,,139000.0,YEARLY,USD,BASE_SALARY
2065,3693584551,130700.0,,87100.0,YEARLY,USD,BASE_SALARY
2066,3693584568,30.0,,25.0,HOURLY,USD,BASE_SALARY
2067,3693584608,18.5,,16.0,HOURLY,USD,BASE_SALARY
2068,3693584609,,16.0,,HOURLY,USD,BASE_SALARY
2069,3693584610,,16.5,,HOURLY,USD,BASE_SALARY
2070,3693584621,,15.25,,HOURLY,USD,BASE_SALARY
2071,3693584625,15.47,,14.0,HOURLY,USD,BASE_SALARY
2072,3693584628,77700.0,,55500.0,YEARLY,USD,BASE_SALARY
2073,3693584648,112600.0,,75100.0,YEARLY,USD,BASE_SALARY
2074,3693584662,,14.0,,HOURLY,USD,BASE_SALARY
2075,3693584673,151000.0,,110000.0,YEARLY,USD,BASE_SALARY
2076,3693584674,,36.0,,HOURLY,USD,BASE_SALARY
2077,3693584676,303100.0,,139100.0,YEARLY,USD,BASE_SALARY
2078,3693584688,,14.0,,HOURLY,USD,BASE_SALARY
2079,3693584692,50.73,,33.82,HOURLY,USD,BASE_SALARY
2080,3693584695,32.0,,26.0,HOURLY,USD,BASE_SALARY
2081,3693584696,118300.0,,65700.0,YEARLY,USD,BASE_SALARY
2082,3693584701,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
2083,3693584706,70.0,,60.0,HOURLY,USD,BASE_SALARY
2084,3693584708,,18.5,,HOURLY,USD,BASE_SALARY
2085,3693584729,170000.0,,160000.0,YEARLY,USD,BASE_SALARY
2086,3693584746,85.0,,80.0,YEARLY,USD,BASE_SALARY
2087,3693584758,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
2088,3693584771,24.0,,16.0,HOURLY,USD,BASE_SALARY
2089,3693584773,24.0,,16.0,HOURLY,USD,BASE_SALARY
2090,3693584776,,14.0,,HOURLY,USD,BASE_SALARY
2091,3693584777,24.0,,16.0,HOURLY,USD,BASE_SALARY
2092,3693584783,50.0,,45.0,HOURLY,USD,BASE_SALARY
2093,3693584825,145600.0,,135200.0,YEARLY,USD,BASE_SALARY
2094,3693584836,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
2095,3693584839,157033.0,,109250.0,YEARLY,USD,BASE_SALARY
2096,3693584846,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
2097,3693584851,70000.0,,64480.0,YEARLY,USD,BASE_SALARY
2098,3693584867,4145.0,,3308.0,MONTHLY,USD,BASE_SALARY
2099,3693584874,90000.0,,65000.0,YEARLY,USD,BASE_SALARY
2100,3693584897,,50.0,,HOURLY,USD,BASE_SALARY
2101,3693584902,36.0,,29.0,HOURLY,USD,BASE_SALARY
2102,3693584903,150000.0,,135000.0,YEARLY,USD,BASE_SALARY
2103,3693584906,,45760.0,,YEARLY,USD,BASE_SALARY
2104,3693584907,22.0,,22.0,HOURLY,USD,BASE_SALARY
2105,3693584918,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
2106,3693584928,75.0,,60.0,HOURLY,USD,BASE_SALARY
2107,3693584938,,21.6,,HOURLY,USD,BASE_SALARY
2108,3693584971,64000.0,,60000.0,YEARLY,USD,BASE_SALARY
2109,3693584991,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
2110,3693585321,145000.0,,120000.0,YEARLY,USD,BASE_SALARY
2111,3693585393,100000.0,,55000.0,YEARLY,USD,BASE_SALARY
2112,3693585403,,45000.0,,YEARLY,USD,BASE_SALARY
2113,3693585412,245333.33,,184000.0,YEARLY,USD,BASE_SALARY
2114,3693585426,,29.49,,HOURLY,USD,BASE_SALARY
2115,3693585428,40.77,,27.84,HOURLY,USD,BASE_SALARY
2116,3693585436,201000.0,,125000.0,YEARLY,USD,BASE_SALARY
2117,3693585511,22.5,,15.0,HOURLY,USD,BASE_SALARY
2118,3693585536,32.75,,22.75,HOURLY,USD,BASE_SALARY
2119,3693585546,152800.0,,101900.0,YEARLY,USD,BASE_SALARY
2120,3693585582,29.5,,18.5,HOURLY,USD,BASE_SALARY
2121,3693585585,,15.25,,HOURLY,USD,BASE_SALARY
2122,3693585586,,19.0,,HOURLY,USD,BASE_SALARY
2123,3693585587,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
2124,3693585588,,15.25,,HOURLY,USD,BASE_SALARY
2125,3693585602,24.0,,18.0,HOURLY,USD,BASE_SALARY
2126,3693585609,26.0,,17.0,HOURLY,USD,BASE_SALARY
2127,3693585611,75.0,,55.0,HOURLY,USD,BASE_SALARY
2128,3693585623,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
2129,3693585628,118500.0,,66200.0,YEARLY,USD,BASE_SALARY
2130,3693585629,73600.0,,42800.0,YEARLY,USD,BASE_SALARY
2131,3693585630,,33.0,,HOURLY,USD,BASE_SALARY
2132,3693585641,75.0,,60.0,HOURLY,USD,BASE_SALARY
2133,3693585649,140000.0,,110000.0,YEARLY,USD,BASE_SALARY
2134,3693585655,96.5,,80.0,HOURLY,USD,BASE_SALARY
2135,3693585668,50.0,,40.0,HOURLY,USD,BASE_SALARY
2136,3693585678,85000.0,,65000.0,YEARLY,USD,BASE_SALARY
2137,3693585680,,14.0,,HOURLY,USD,BASE_SALARY
2138,3693585688,75208.0,,45125.0,YEARLY,USD,BASE_SALARY
2139,3693585702,136530.0,,104023.0,YEARLY,USD,BASE_SALARY
2140,3693585716,28.0,,22.0,HOURLY,USD,BASE_SALARY
2141,3693585727,24.0,,16.0,HOURLY,USD,BASE_SALARY
2142,3693585737,18.0,,18.0,HOURLY,USD,BASE_SALARY
2143,3693585747,,14.0,,HOURLY,USD,BASE_SALARY
2144,3693585793,120000.0,,85000.0,YEARLY,USD,BASE_SALARY
2145,3693585811,150000.0,,133416.42,YEARLY,USD,BASE_SALARY
2146,3693585813,4145.0,,3308.0,MONTHLY,USD,BASE_SALARY
2147,3693585834,,19.0,,HOURLY,USD,BASE_SALARY
2148,3693585846,,45760.0,,YEARLY,USD,BASE_SALARY
2149,3693585847,,45760.0,,YEARLY,USD,BASE_SALARY
2150,3693585848,66000.0,,45000.0,YEARLY,USD,BASE_SALARY
2151,3693585849,,45760.0,,YEARLY,USD,BASE_SALARY
2152,3693585851,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
2153,3693585853,58.0,,50.0,HOURLY,USD,BASE_SALARY
2154,3693585855,210000.0,,153000.0,YEARLY,USD,BASE_SALARY
2155,3693585859,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
2156,3693585872,60000.0,,45000.0,YEARLY,USD,BASE_SALARY
2157,3693585927,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
2158,3693585936,100000.0,,50000.0,YEARLY,USD,BASE_SALARY
2159,3693585940,14.0,,12.0,HOURLY,USD,BASE_SALARY
2160,3693585941,14.0,,12.0,HOURLY,USD,BASE_SALARY
2161,3693585942,14.0,,12.0,HOURLY,USD,BASE_SALARY
2162,3693585946,14.0,,12.0,HOURLY,USD,BASE_SALARY
2163,3693585947,14.0,,12.0,HOURLY,USD,BASE_SALARY
2164,3693585954,,45.0,,HOURLY,USD,BASE_SALARY
2165,3693585961,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
2166,3693585972,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
2167,3693586371,22.0,,16.0,HOURLY,USD,BASE_SALARY
2168,3693586412,201000.0,,125000.0,YEARLY,USD,BASE_SALARY
2169,3693586481,91000.0,,66000.0,YEARLY,USD,BASE_SALARY
2170,3693586482,134000.0,,93000.0,YEARLY,USD,BASE_SALARY
2171,3693586488,36.0,,33.0,HOURLY,USD,BASE_SALARY
2172,3693586556,16.5,,15.5,HOURLY,USD,BASE_SALARY
2173,3693586557,18.0,,17.0,HOURLY,USD,BASE_SALARY
2174,3693586558,,16.0,,HOURLY,USD,BASE_SALARY
2175,3693586562,19.0,,18.0,HOURLY,USD,BASE_SALARY
2176,3693586565,,15.0,,HOURLY,USD,BASE_SALARY
2177,3693586566,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
2178,3693586570,143200.0,,110500.0,YEARLY,USD,BASE_SALARY
2179,3693586589,82.0,,77.0,HOURLY,USD,BASE_SALARY
2180,3693586602,203000.0,,93600.0,YEARLY,USD,BASE_SALARY
2181,3693586603,68500.0,,39600.0,YEARLY,USD,BASE_SALARY
2182,3693586605,168500.0,,84200.0,YEARLY,USD,BASE_SALARY
2183,3693586606,203000.0,,93600.0,YEARLY,USD,BASE_SALARY
2184,3693586607,,14.0,,HOURLY,USD,BASE_SALARY
2185,3693586618,,55000.0,,YEARLY,USD,BASE_SALARY
2186,3693586619,106000.0,,95000.0,YEARLY,USD,BASE_SALARY
2187,3693586623,,5250.0,,MONTHLY,USD,BASE_SALARY
2188,3693586625,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
2189,3693586627,120000.0,,110000.0,YEARLY,USD,BASE_SALARY
2190,3693586630,,43.0,,HOURLY,USD,BASE_SALARY
2191,3693586634,,90000.0,,YEARLY,USD,BASE_SALARY
2192,3693586635,52.5,,47.0,HOURLY,USD,BASE_SALARY
2193,3693586649,18.0,,18.0,HOURLY,USD,BASE_SALARY
2194,3693586686,124044.0,,94510.0,YEARLY,USD,BASE_SALARY
2195,3693586687,35.0,,30.0,HOURLY,USD,BASE_SALARY
2196,3693586693,32.0,,21.0,HOURLY,USD,BASE_SALARY
2197,3693586705,24.0,,16.0,HOURLY,USD,BASE_SALARY
2198,3693586706,24.0,,16.0,HOURLY,USD,BASE_SALARY
2199,3693586709,405600.0,,180600.0,YEARLY,USD,BASE_SALARY
2200,3693586712,,14.0,,HOURLY,USD,BASE_SALARY
2201,3693586723,,17.56,,HOURLY,USD,BASE_SALARY
2202,3693586748,193420.92,,120888.08,YEARLY,USD,BASE_SALARY
2203,3693586750,23.0,,22.0,HOURLY,USD,BASE_SALARY
2204,3693586755,140400.0,,84200.0,YEARLY,USD,BASE_SALARY
2205,3693586778,18.0,,18.0,HOURLY,USD,BASE_SALARY
2206,3693586781,6907.0,,5518.0,MONTHLY,USD,BASE_SALARY
2207,3693586783,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
2208,3693586796,74000.0,,69000.0,YEARLY,USD,BASE_SALARY
2209,3693586812,130000.0,,95000.0,YEARLY,USD,BASE_SALARY
2210,3693586816,23.0,,20.0,HOURLY,USD,BASE_SALARY
2211,3693586818,,19.0,,HOURLY,USD,BASE_SALARY
2212,3693586824,23.0,,21.0,HOURLY,USD,BASE_SALARY
2213,3693586830,,45760.0,,YEARLY,USD,BASE_SALARY
2214,3693586834,210000.0,,153000.0,YEARLY,USD,BASE_SALARY
2215,3693586867,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
2216,3693586869,154560.0,,88780.0,YEARLY,USD,BASE_SALARY
2217,3693586883,40000.0,,40000.0,YEARLY,USD,BASE_SALARY
2218,3693586918,14.0,,12.0,HOURLY,USD,BASE_SALARY
2219,3693586919,14.0,,12.0,HOURLY,USD,BASE_SALARY
2220,3693586920,14.0,,12.0,HOURLY,USD,BASE_SALARY
2221,3693586923,54.0,,54.0,HOURLY,USD,BASE_SALARY
2222,3693586926,14.0,,12.0,HOURLY,USD,BASE_SALARY
2223,3693586927,14.0,,12.0,HOURLY,USD,BASE_SALARY
2224,3693586931,675000.0,,50000.0,YEARLY,USD,BASE_SALARY
2225,3693586943,21.0,,20.0,HOURLY,USD,BASE_SALARY
2226,3693586963,155000.0,,110000.0,YEARLY,USD,BASE_SALARY
2227,3693586976,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2228,3693586977,250000.0,,135000.0,YEARLY,USD,BASE_SALARY
2229,3693586979,181000.0,,89000.0,YEARLY,USD,BASE_SALARY
2230,3693586980,135000.0,,100000.0,YEARLY,USD,BASE_SALARY
2231,3693586984,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2232,3693586985,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2233,3693586986,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2234,3693586987,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2235,3693586988,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2236,3693586989,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2237,3693586998,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2238,3693587073,,18.0,,HOURLY,USD,BASE_SALARY
2239,3693587102,,32.51,,HOURLY,USD,BASE_SALARY
2240,3693587123,75000.0,,60000.0,YEARLY,USD,BASE_SALARY
2241,3693587152,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
2242,3693587183,209100.0,,139400.0,YEARLY,USD,BASE_SALARY
2243,3693587190,118300.0,,65700.0,YEARLY,USD,BASE_SALARY
2244,3693587200,18.75,,17.5,HOURLY,USD,BASE_SALARY
2245,3693587233,23.5,,17.0,HOURLY,USD,BASE_SALARY
2246,3693587242,,15.25,,HOURLY,USD,BASE_SALARY
2247,3693587243,16.75,,15.75,HOURLY,USD,BASE_SALARY
2248,3693587247,,15.25,,HOURLY,USD,BASE_SALARY
2249,3693587253,16.75,,15.75,HOURLY,USD,BASE_SALARY
2250,3693587292,,33.0,,HOURLY,USD,BASE_SALARY
2251,3693587298,158700.0,,79700.0,YEARLY,USD,BASE_SALARY
2252,3693587300,203000.0,,93600.0,YEARLY,USD,BASE_SALARY
2253,3693587304,21.8,,17.3,HOURLY,USD,BASE_SALARY
2254,3693587308,23.0,,20.0,HOURLY,USD,BASE_SALARY
2255,3693587315,130700.0,,87100.0,YEARLY,USD,BASE_SALARY
2256,3693587316,33.59,,24.88,HOURLY,USD,BASE_SALARY
2257,3693587340,54.62,,32.77,HOURLY,USD,BASE_SALARY
2258,3693587342,180000.0,,150000.0,YEARLY,USD,BASE_SALARY
2259,3693587368,,14.0,,HOURLY,USD,BASE_SALARY
2260,3693587374,29.23,,23.37,HOURLY,USD,BASE_SALARY
2261,3693587377,125900.0,,93300.0,YEARLY,USD,BASE_SALARY
2262,3693587381,184008.0,,140197.0,YEARLY,USD,BASE_SALARY
2263,3693587387,87000.0,,70000.0,YEARLY,USD,BASE_SALARY
2264,3693587410,199300.0,,132900.0,YEARLY,USD,BASE_SALARY
2265,3693587433,24.0,,16.0,HOURLY,USD,BASE_SALARY
2266,3693587434,,14.0,,HOURLY,USD,BASE_SALARY
2267,3693587440,25.36,,21.01,HOURLY,USD,BASE_SALARY
2268,3693587464,23.0,,22.0,HOURLY,USD,BASE_SALARY
2269,3693587475,160000.0,,100000.0,YEARLY,USD,BASE_SALARY
2270,3693587478,675000.0,,50000.0,YEARLY,USD,BASE_SALARY
2271,3693587509,19.5,,17.5,HOURLY,USD,BASE_SALARY
2272,3693587510,20.0,,18.0,HOURLY,USD,BASE_SALARY
2273,3693587512,95000.0,,73000.0,YEARLY,USD,BASE_SALARY
2274,3693587518,120000.0,,105000.0,YEARLY,USD,BASE_SALARY
2275,3693587537,55.0,,50.0,HOURLY,USD,BASE_SALARY
2276,3693587542,,160000.0,,YEARLY,USD,BASE_SALARY
2277,3693587556,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
2278,3693587557,50000.0,,43000.0,YEARLY,USD,BASE_SALARY
2279,3693587566,180372.0,,120240.0,YEARLY,USD,BASE_SALARY
2280,3693587598,32.0,,30.0,YEARLY,USD,BASE_SALARY
2281,3693587614,14.0,,12.0,HOURLY,USD,BASE_SALARY
2282,3693587615,14.0,,12.0,HOURLY,USD,BASE_SALARY
2283,3693587616,14.0,,12.0,HOURLY,USD,BASE_SALARY
2284,3693587617,14.0,,12.0,HOURLY,USD,BASE_SALARY
2285,3693587618,14.0,,12.0,HOURLY,USD,BASE_SALARY
2286,3693587622,14.0,,12.0,HOURLY,USD,BASE_SALARY
2287,3693587623,14.0,,12.0,HOURLY,USD,BASE_SALARY
2288,3693587635,101000.0,,67000.0,YEARLY,USD,BASE_SALARY
2289,3693587650,675000.0,,50000.0,YEARLY,USD,BASE_SALARY
2290,3693587652,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
2291,3693587657,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
2292,3693587670,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2293,3693587671,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2294,3693587678,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2295,3693587679,224000.0,,121000.0,YEARLY,USD,BASE_SALARY
2296,3693587687,229000.0,,124000.0,YEARLY,USD,BASE_SALARY
2297,3693587689,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2298,3693587690,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2299,3693587692,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2300,3693587694,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2301,3693587695,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2302,3693587702,100000.0,,60000.0,YEARLY,USD,BASE_SALARY
2303,3693587703,33.45,,23.6,HOURLY,USD,BASE_SALARY
2304,3693587708,88500.0,,74500.0,YEARLY,USD,BASE_SALARY
2305,3693587711,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
2306,3693587716,56000.0,,43000.0,YEARLY,USD,BASE_SALARY
2307,3693588010,118000.0,,82000.0,YEARLY,USD,BASE_SALARY
2308,3693588032,60000.0,,40000.0,YEARLY,USD,BASE_SALARY
2309,3693588037,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
2310,3693588038,,14.0,,HOURLY,USD,BASE_SALARY
2311,3693588041,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
2312,3693588061,30.0,,30.0,HOURLY,USD,BASE_SALARY
2313,3693588071,166420.0,,136760.0,YEARLY,USD,BASE_SALARY
2314,3693588079,675000.0,,50000.0,YEARLY,USD,BASE_SALARY
2315,3693588081,175000.0,,150000.0,YEARLY,USD,BASE_SALARY
2316,3693588086,,14.0,,HOURLY,USD,BASE_SALARY
2317,3693588091,37.5,,37.5,HOURLY,USD,BASE_SALARY
2318,3693588107,196000.0,,140000.0,YEARLY,USD,BASE_SALARY
2319,3693588122,,14.0,,HOURLY,USD,BASE_SALARY
2320,3693588125,675000.0,,50000.0,YEARLY,USD,BASE_SALARY
2321,3693588153,135000.0,,120000.0,YEARLY,USD,BASE_SALARY
2322,3693588181,23.0,,20.0,HOURLY,USD,BASE_SALARY
2323,3693588191,60.0,,40.0,HOURLY,USD,BASE_SALARY
