code_module,code_presentation,id_student,date_registration,date_unregistration
BBB,2013J,274971,-24.0,
BBB,2013J,276925,-96.0,174.0
BBB,2013J,277537,-26.0,
BBB,2013J,277812,-142.0,
BBB,2013J,278272,-54.0,
BBB,2013J,278773,-110.0,-57.0
BBB,2013J,278794,-185.0,
BBB,2013J,280140,-60.0,
BBB,2013J,280151,-25.0,
BBB,2013J,280439,-87.0,-51.0
BBB,2013J,282038,-43.0,38.0
BBB,2013J,282785,-47.0,97.0
BBB,2013J,284906,-192.0,
BBB,2013J,285050,-4.0,
BBB,2013J,286402,-85.0,
BBB,2013J,286690,-44.0,
BBB,2013J,287107,-103.0,
BBB,2013J,287309,-153.0,
BBB,2013J,287679,-45.0,
BBB,2013J,289753,-16.0,142.0
BBB,2013J,289965,-64.0,
BBB,2013J,290089,-115.0,
BBB,2013J,291544,-144.0,
BBB,2013J,292537,-17.0,
BBB,2013J,293712,-38.0,
BBB,2013J,293754,-61.0,
BBB,2013J,293760,5.0,
BBB,2013J,299561,-176.0,-84.0
BBB,2013J,301583,-31.0,
BBB,2013J,301987,-60.0,
BBB,2013J,303331,-163.0,163.0
BBB,2013J,303617,-110.0,
BBB,2013J,304069,-94.0,53.0
BBB,2013J,304795,-73.0,-12.0
BBB,2013J,305173,-38.0,
BBB,2013J,305547,-123.0,-26.0
BBB,2013J,305812,-23.0,60.0
BBB,2013J,305935,-114.0,
BBB,2013J,306964,-12.0,
BBB,2013J,307193,-29.0,
BBB,2013J,307230,-44.0,95.0
BBB,2013J,308359,-67.0,65.0
BBB,2013J,308509,-130.0,
BBB,2013J,308703,-44.0,121.0
BBB,2013J,308852,-17.0,112.0
BBB,2013J,310125,-32.0,136.0
BBB,2013J,310933,-88.0,
BBB,2013J,312531,-65.0,-61.0
BBB,2013J,314850,-180.0,135.0
BBB,2013J,315105,-87.0,
BBB,2013J,316076,-54.0,
BBB,2013J,318848,-28.0,
BBB,2013J,319618,-31.0,
BBB,2013J,320051,-32.0,
BBB,2013J,320757,-81.0,
BBB,2013J,322728,-102.0,18.0
BBB,2013J,323090,-29.0,
BBB,2013J,323606,-73.0,
BBB,2013J,324236,-73.0,62.0
BBB,2013J,324319,-29.0,192.0
BBB,2013J,324614,-38.0,103.0
BBB,2013J,325887,-45.0,
BBB,2013J,329030,-71.0,
BBB,2013J,329192,-44.0,
BBB,2013J,332257,-31.0,0.0
BBB,2013J,333117,-179.0,100.0
BBB,2013J,333651,-58.0,186.0
BBB,2013J,335136,-52.0,
BBB,2013J,335481,-32.0,
BBB,2013J,336478,-110.0,
BBB,2013J,336646,-67.0,
BBB,2013J,337151,-58.0,
BBB,2013J,338741,-144.0,
BBB,2013J,338878,-95.0,27.0
BBB,2013J,339494,-123.0,
BBB,2013J,339608,-134.0,
BBB,2013J,339656,-115.0,-2.0
BBB,2013J,340661,-29.0,-19.0
BBB,2013J,340911,-31.0,
BBB,2013J,340965,-67.0,
BBB,2013J,341612,-138.0,-52.0
BBB,2013J,342678,,-33.0
BBB,2013J,342685,-32.0,
BBB,2013J,344568,-172.0,
BBB,2013J,345083,-184.0,80.0
BBB,2013J,345128,-37.0,
BBB,2013J,349554,-38.0,
BBB,2013J,349675,-32.0,
BBB,2013J,352112,-116.0,
BBB,2013J,352161,-72.0,-1.0
BBB,2013J,352339,-44.0,118.0
BBB,2013J,352688,-54.0,
BBB,2013J,354779,-47.0,
BBB,2013J,355591,-176.0,111.0
BBB,2013J,355692,-107.0,-11.0
BBB,2013J,358289,-36.0,37.0
BBB,2013J,360101,-53.0,0.0
BBB,2013J,360876,-17.0,
BBB,2013J,361988,-17.0,0.0
BBB,2013J,362907,-37.0,0.0
BBB,2013J,363151,-81.0,-71.0
BBB,2013J,363711,-66.0,0.0
BBB,2013J,364073,-37.0,
BBB,2013J,364185,-95.0,-32.0
BBB,2013J,364666,-64.0,
BBB,2013J,364871,-45.0,
BBB,2013J,365060,-114.0,47.0
BBB,2013J,365169,-31.0,
BBB,2013J,365288,-75.0,0.0
BBB,2013J,365631,-25.0,
BBB,2013J,366524,-72.0,
BBB,2013J,367433,-32.0,
BBB,2013J,368077,-52.0,
BBB,2013J,369507,-23.0,0.0
BBB,2013J,369986,-45.0,
BBB,2013J,370307,-51.0,55.0
BBB,2013J,370859,-173.0,
BBB,2013J,371530,-47.0,
BBB,2013J,371888,-46.0,114.0
BBB,2013J,372172,-27.0,
BBB,2013J,372658,-66.0,
BBB,2013J,373174,-29.0,
BBB,2013J,373269,-183.0,
BBB,2013J,373633,-95.0,-36.0
BBB,2013J,373807,-144.0,
BBB,2013J,373848,-62.0,
BBB,2013J,374038,-54.0,
BBB,2013J,375960,-171.0,
BBB,2013J,378721,-79.0,102.0
BBB,2013J,379210,-61.0,
BBB,2013J,379983,-49.0,
BBB,2013J,380205,-28.0,
BBB,2013J,380240,-75.0,
BBB,2013J,381541,-107.0,
BBB,2013J,381669,-89.0,
BBB,2013J,382575,-38.0,
BBB,2013J,382920,-15.0,
BBB,2013J,382979,-66.0,
BBB,2013J,383303,-17.0,
BBB,2013J,383571,-49.0,
BBB,2013J,385040,-108.0,
BBB,2013J,385820,-37.0,
BBB,2013J,386889,-125.0,
BBB,2013J,386904,-124.0,-78.0
BBB,2013J,387276,-57.0,-42.0
BBB,2013J,387378,-135.0,-72.0
BBB,2013J,387700,-194.0,
BBB,2013J,388052,-45.0,
BBB,2013J,388432,-52.0,
BBB,2013J,388549,-29.0,
BBB,2013J,388975,-93.0,
BBB,2013J,389101,-28.0,
BBB,2013J,389471,-36.0,
BBB,2013J,390958,-36.0,
BBB,2013J,392060,-38.0,
BBB,2013J,392281,-37.0,
BBB,2013J,393327,-179.0,
BBB,2013J,395073,-158.0,
BBB,2013J,395358,-67.0,-22.0
BBB,2013J,395715,-195.0,116.0
BBB,2013J,396114,-107.0,
BBB,2013J,396256,-30.0,0.0
BBB,2013J,397590,-150.0,
BBB,2013J,398067,-79.0,
BBB,2013J,398315,-145.0,
BBB,2013J,398525,-23.0,
BBB,2013J,398891,-132.0,
BBB,2013J,398956,-30.0,
BBB,2013J,401319,-49.0,0.0
BBB,2013J,402993,-149.0,
BBB,2013J,404269,-58.0,
BBB,2013J,404671,-38.0,
BBB,2013J,404708,-142.0,
BBB,2013J,405945,-145.0,
BBB,2013J,408106,-47.0,
BBB,2013J,408975,-19.0,
BBB,2013J,409160,-58.0,
BBB,2013J,409698,-45.0,93.0
BBB,2013J,409930,-158.0,
BBB,2013J,409945,-54.0,
BBB,2013J,410052,-87.0,
BBB,2013J,410281,-57.0,
BBB,2013J,410357,-103.0,
BBB,2013J,410537,-36.0,
BBB,2013J,410842,-53.0,
BBB,2013J,411126,-27.0,
BBB,2013J,411226,-110.0,97.0
BBB,2013J,411642,-67.0,
BBB,2013J,413052,-53.0,0.0
BBB,2013J,413248,-29.0,
BBB,2013J,414028,-47.0,
BBB,2013J,414350,-158.0,
BBB,2013J,414495,-75.0,
BBB,2013J,415216,-107.0,
BBB,2013J,415546,-22.0,
BBB,2013J,415698,-87.0,76.0
BBB,2013J,417657,-22.0,
BBB,2013J,417677,-52.0,0.0
BBB,2013J,417785,-162.0,
BBB,2013J,417967,-185.0,-17.0
BBB,2013J,419375,-132.0,
BBB,2013J,420163,-46.0,
BBB,2013J,420724,-44.0,
BBB,2013J,421018,-184.0,
BBB,2013J,422223,-26.0,
BBB,2013J,422479,-149.0,
BBB,2013J,422505,-155.0,0.0
BBB,2013J,423399,-30.0,
BBB,2013J,424014,-103.0,-2.0
BBB,2013J,424539,-22.0,
BBB,2013J,424637,-86.0,
BBB,2013J,425817,-53.0,
BBB,2013J,426458,-46.0,
BBB,2013J,427683,-103.0,145.0
BBB,2013J,427921,-142.0,
BBB,2013J,428323,-57.0,
BBB,2013J,428653,-80.0,
BBB,2013J,429610,-36.0,
BBB,2013J,430352,-30.0,-12.0
BBB,2013J,430392,-178.0,
BBB,2013J,430708,-101.0,
BBB,2013J,431071,-36.0,
BBB,2013J,432144,-26.0,
BBB,2013J,432237,-81.0,
BBB,2013J,433280,-49.0,
BBB,2013J,433864,-157.0,
BBB,2013J,434035,-36.0,0.0
BBB,2013J,434397,-74.0,
BBB,2013J,434585,27.0,
BBB,2013J,437030,-145.0,-86.0
BBB,2013J,438068,-88.0,
BBB,2013J,438551,-29.0,
BBB,2013J,439182,-29.0,
BBB,2013J,439294,-29.0,
BBB,2013J,439684,-32.0,0.0
BBB,2013J,440225,-52.0,
BBB,2013J,440563,-57.0,
BBB,2013J,440593,-121.0,
BBB,2013J,440751,-127.0,-8.0
BBB,2013J,440765,-53.0,
BBB,2013J,442144,-110.0,-67.0
BBB,2013J,442910,-11.0,
BBB,2013J,443108,-29.0,
BBB,2013J,443923,-81.0,191.0
BBB,2013J,444225,-32.0,
BBB,2013J,444729,-143.0,-96.0
BBB,2013J,444821,-79.0,
BBB,2013J,444960,-31.0,38.0
BBB,2013J,445230,-156.0,5.0
BBB,2013J,445351,-53.0,159.0
BBB,2013J,445760,-144.0,
BBB,2013J,446345,-24.0,
BBB,2013J,446873,-96.0,
BBB,2013J,447086,-109.0,
BBB,2013J,447516,-75.0,
BBB,2013J,464525,-136.0,
BBB,2013J,465730,-15.0,
BBB,2013J,466202,-116.0,
BBB,2013J,466477,-166.0,
BBB,2013J,466800,-52.0,
BBB,2013J,466854,-42.0,
BBB,2013J,467179,-16.0,45.0
BBB,2013J,467330,-171.0,-92.0
BBB,2013J,467396,-89.0,-50.0
BBB,2013J,467606,-138.0,118.0
BBB,2013J,467721,-162.0,-16.0
BBB,2013J,468187,-51.0,
BBB,2013J,468482,-46.0,38.0
BBB,2013J,469878,-185.0,
BBB,2013J,470869,-191.0,
BBB,2013J,471196,-30.0,
BBB,2013J,471434,-30.0,130.0
BBB,2013J,471711,-89.0,
BBB,2013J,472262,-122.0,
BBB,2013J,472327,-103.0,
BBB,2013J,473509,-195.0,-78.0
BBB,2013J,474071,-52.0,
BBB,2013J,475215,-22.0,97.0
BBB,2013J,475241,-73.0,
BBB,2013J,475594,-99.0,
BBB,2013J,475682,-53.0,0.0
BBB,2013J,476278,-95.0,
BBB,2013J,476816,-51.0,
BBB,2013J,477319,-128.0,124.0
BBB,2013J,477825,-31.0,
BBB,2013J,478069,-43.0,
BBB,2013J,478718,-58.0,
BBB,2013J,478967,-150.0,
BBB,2013J,479020,-136.0,
BBB,2013J,479170,-74.0,
BBB,2013J,479305,-127.0,
BBB,2013J,479853,-46.0,
BBB,2013J,480667,-57.0,136.0
BBB,2013J,480888,-116.0,
BBB,2013J,481448,-30.0,
BBB,2013J,482356,-53.0,
BBB,2013J,482556,-149.0,0.0
BBB,2013J,482680,-78.0,
BBB,2013J,482810,-138.0,
BBB,2013J,483135,-30.0,-22.0
BBB,2013J,483339,-32.0,0.0
BBB,2013J,483646,-38.0,
BBB,2013J,483703,-170.0,93.0
BBB,2013J,483744,-32.0,173.0
BBB,2013J,483876,-51.0,
BBB,2013J,484135,-157.0,
BBB,2013J,484301,-17.0,
BBB,2013J,484412,-31.0,
BBB,2013J,484446,-100.0,-5.0
BBB,2013J,485006,-162.0,
BBB,2013J,485439,-46.0,202.0
BBB,2013J,485534,-162.0,
BBB,2013J,485560,-100.0,-18.0
BBB,2013J,485762,-16.0,
BBB,2013J,485772,-63.0,
BBB,2013J,486004,-17.0,
BBB,2013J,486457,-52.0,
BBB,2013J,486550,-81.0,25.0
BBB,2013J,487214,-8.0,
BBB,2013J,487371,-60.0,
BBB,2013J,487681,-63.0,
BBB,2013J,488176,-49.0,100.0
BBB,2013J,488195,-174.0,
BBB,2013J,488427,-138.0,
BBB,2013J,488908,-164.0,-92.0
BBB,2013J,489320,-115.0,
BBB,2013J,489889,-115.0,
BBB,2013J,489966,-120.0,-47.0
BBB,2013J,490500,-179.0,
BBB,2013J,490677,-184.0,
BBB,2013J,490894,-36.0,
BBB,2013J,491097,-38.0,
BBB,2013J,491279,-115.0,
BBB,2013J,491758,-115.0,-22.0
BBB,2013J,491907,-29.0,
BBB,2013J,491966,-108.0,
BBB,2013J,492153,-61.0,
BBB,2013J,492229,-30.0,-21.0
BBB,2013J,492247,-150.0,0.0
BBB,2013J,492286,-22.0,
BBB,2013J,492478,-29.0,125.0
BBB,2013J,492726,-58.0,
BBB,2013J,493453,-145.0,
BBB,2013J,493465,-87.0,
BBB,2013J,493672,-32.0,-32.0
BBB,2013J,493891,-162.0,-51.0
BBB,2013J,493999,-29.0,
BBB,2013J,494214,-51.0,
BBB,2013J,494471,-22.0,
BBB,2013J,494789,-59.0,
BBB,2013J,494896,-176.0,47.0
BBB,2013J,494960,-196.0,
BBB,2013J,495035,-132.0,
BBB,2013J,495449,-66.0,
BBB,2013J,495509,-166.0,
BBB,2013J,495625,11.0,
BBB,2013J,495875,-38.0,
BBB,2013J,495879,-46.0,
BBB,2013J,495913,-16.0,
BBB,2013J,496091,-42.0,
BBB,2013J,496334,-32.0,
BBB,2013J,496442,-85.0,
BBB,2013J,496764,-96.0,
BBB,2013J,497130,-22.0,
BBB,2013J,497632,-198.0,
BBB,2013J,497925,-103.0,0.0
BBB,2013J,498543,-82.0,
BBB,2013J,498635,-36.0,
BBB,2013J,498755,-109.0,
BBB,2013J,498841,-29.0,241.0
BBB,2013J,498892,-28.0,
BBB,2013J,499373,-37.0,10.0
BBB,2013J,499624,-92.0,236.0
BBB,2013J,499822,-107.0,137.0
BBB,2013J,500016,-71.0,
BBB,2013J,500135,-37.0,
BBB,2013J,500279,-120.0,69.0
BBB,2013J,500552,-81.0,
BBB,2013J,500625,-36.0,12.0
BBB,2013J,500668,-81.0,
BBB,2013J,501053,-53.0,
BBB,2013J,501208,-46.0,
BBB,2013J,501637,-67.0,
BBB,2013J,501862,-42.0,
BBB,2013J,501945,-158.0,100.0
BBB,2013J,502391,-52.0,
BBB,2013J,502452,-114.0,-57.0
BBB,2013J,502621,-88.0,-46.0
BBB,2013J,503322,-36.0,
BBB,2013J,503516,-31.0,
BBB,2013J,503804,-28.0,
BBB,2013J,503878,-28.0,
BBB,2013J,504013,-36.0,
BBB,2013J,504022,-30.0,
BBB,2013J,504466,-29.0,
BBB,2013J,504635,-46.0,
BBB,2013J,504842,-141.0,0.0
BBB,2013J,505413,-58.0,
BBB,2013J,505595,-109.0,171.0
BBB,2013J,506185,-37.0,
BBB,2013J,506248,-99.0,
BBB,2013J,506804,-32.0,
BBB,2013J,506980,-43.0,
BBB,2013J,507016,-25.0,
BBB,2013J,507279,-36.0,
BBB,2013J,507387,-31.0,
BBB,2013J,507389,-58.0,
BBB,2013J,507676,-103.0,
BBB,2013J,507944,-81.0,-19.0
BBB,2013J,508028,-194.0,
BBB,2013J,508047,-122.0,79.0
BBB,2013J,508079,-96.0,
BBB,2013J,508414,-166.0,30.0
BBB,2013J,508422,-8.0,
BBB,2013J,508517,-29.0,
BBB,2013J,508759,-130.0,206.0
BBB,2013J,509036,-44.0,
BBB,2013J,509236,-94.0,
BBB,2013J,509258,-15.0,
BBB,2013J,509390,-114.0,
BBB,2013J,509607,-25.0,
BBB,2013J,509845,-62.0,111.0
BBB,2013J,509913,-29.0,
BBB,2013J,510149,-81.0,
BBB,2013J,510438,-22.0,
BBB,2013J,510650,-158.0,-80.0
BBB,2013J,510776,-4.0,
BBB,2013J,510868,-29.0,214.0
BBB,2013J,511678,-92.0,
BBB,2013J,512417,-71.0,
BBB,2013J,512581,-85.0,
BBB,2013J,512775,-46.0,
BBB,2013J,512839,-75.0,
BBB,2013J,512883,-36.0,172.0
BBB,2013J,512940,-46.0,
BBB,2013J,512977,-42.0,
BBB,2013J,513076,-127.0,
BBB,2013J,513648,-158.0,0.0
BBB,2013J,513836,-150.0,104.0
BBB,2013J,514043,-81.0,
BBB,2013J,514074,-25.0,107.0
BBB,2013J,514302,-101.0,
BBB,2013J,514445,-83.0,
BBB,2013J,514776,-72.0,
BBB,2013J,514824,-117.0,-9.0
BBB,2013J,514864,-28.0,
BBB,2013J,515203,-44.0,
BBB,2013J,515209,-30.0,0.0
BBB,2013J,515417,-191.0,
BBB,2013J,515646,-32.0,
BBB,2013J,515676,-43.0,
BBB,2013J,516055,-143.0,-37.0
BBB,2013J,516165,-145.0,-1.0
BBB,2013J,516212,-134.0,0.0
BBB,2013J,516214,-66.0,0.0
BBB,2013J,516364,-114.0,221.0
BBB,2013J,516447,-52.0,-1.0
BBB,2013J,516926,-32.0,
BBB,2013J,517000,-42.0,
BBB,2013J,517016,-145.0,
BBB,2013J,517075,-121.0,-95.0
BBB,2013J,517231,-65.0,
BBB,2013J,517352,-80.0,
BBB,2013J,517553,-162.0,165.0
BBB,2013J,517922,-138.0,-17.0
BBB,2013J,518029,-52.0,18.0
BBB,2013J,518126,-46.0,
BBB,2013J,518223,-156.0,
BBB,2013J,518258,-59.0,
BBB,2013J,518496,-115.0,
BBB,2013J,519294,-67.0,
BBB,2013J,519584,-74.0,
BBB,2013J,519622,-117.0,
BBB,2013J,519751,-81.0,-8.0
BBB,2013J,519945,-169.0,2.0
BBB,2013J,520002,-143.0,
BBB,2013J,520006,-130.0,
BBB,2013J,520024,-106.0,174.0
BBB,2013J,520100,-80.0,
BBB,2013J,520153,-191.0,-110.0
BBB,2013J,520286,-59.0,
BBB,2013J,520325,-120.0,
BBB,2013J,521209,-150.0,0.0
BBB,2013J,521341,-35.0,
BBB,2013J,521456,-60.0,-53.0
BBB,2013J,521509,-16.0,
BBB,2013J,521590,-51.0,
BBB,2013J,521666,-57.0,
BBB,2013J,521895,-52.0,
BBB,2013J,521957,-31.0,145.0
BBB,2013J,522426,-24.0,
BBB,2013J,522434,-24.0,
BBB,2013J,522441,-24.0,
BBB,2013J,522443,-24.0,
BBB,2013J,522446,-24.0,
BBB,2013J,522529,-24.0,
BBB,2013J,522622,-36.0,
BBB,2013J,522650,-22.0,30.0
BBB,2013J,522714,-44.0,
BBB,2013J,522792,-117.0,
BBB,2013J,522889,-67.0,
BBB,2013J,522891,-38.0,
BBB,2013J,522894,-67.0,
BBB,2013J,522899,-67.0,
BBB,2013J,523331,-17.0,
BBB,2013J,523398,-58.0,
BBB,2013J,523466,-36.0,
BBB,2013J,523545,-107.0,
BBB,2013J,523655,-29.0,
BBB,2013J,523757,-87.0,
BBB,2013J,523857,-100.0,
BBB,2013J,523875,-74.0,
BBB,2013J,523885,-74.0,-36.0
BBB,2013J,523928,-92.0,
BBB,2013J,524076,-29.0,
BBB,2013J,524496,-196.0,
BBB,2013J,524790,-22.0,
BBB,2013J,525877,-30.0,237.0
BBB,2013J,525885,-46.0,
BBB,2013J,525974,-38.0,
BBB,2013J,526088,-57.0,
BBB,2013J,526177,-49.0,
BBB,2013J,526506,-124.0,-94.0
BBB,2013J,526810,-67.0,140.0
BBB,2013J,527393,-22.0,
BBB,2013J,527580,-128.0,
BBB,2013J,527636,-46.0,
BBB,2013J,527689,-31.0,30.0
BBB,2013J,527799,-88.0,
BBB,2013J,528056,-99.0,
BBB,2013J,528204,-53.0,0.0
BBB,2013J,528464,-16.0,
BBB,2013J,528642,-110.0,-93.0
BBB,2013J,529000,-28.0,
BBB,2013J,529163,-30.0,0.0
BBB,2013J,529597,-28.0,
BBB,2013J,529795,-25.0,
BBB,2013J,530021,-132.0,
BBB,2013J,530112,-25.0,
BBB,2013J,530487,-30.0,
BBB,2013J,530514,-31.0,
BBB,2013J,530753,-22.0,
BBB,2013J,530841,-43.0,
BBB,2013J,531287,-72.0,-37.0
BBB,2013J,531384,-30.0,
BBB,2013J,531643,-102.0,
BBB,2013J,532114,-38.0,150.0
BBB,2013J,532335,-43.0,
BBB,2013J,532477,-88.0,
BBB,2013J,532615,-11.0,
BBB,2013J,532739,-88.0,
BBB,2013J,532750,-127.0,
BBB,2013J,532839,-22.0,
BBB,2013J,532868,-52.0,
BBB,2013J,532869,-37.0,
BBB,2013J,533091,-49.0,
BBB,2013J,533164,-52.0,156.0
BBB,2013J,533301,-80.0,
BBB,2013J,533414,-177.0,-1.0
BBB,2013J,533449,-36.0,18.0
BBB,2013J,534133,-17.0,
BBB,2013J,534323,-49.0,
BBB,2013J,534816,-102.0,
BBB,2013J,534946,-149.0,
BBB,2013J,534998,-42.0,
BBB,2013J,535168,-45.0,4.0
BBB,2013J,535269,-37.0,
BBB,2013J,535379,-16.0,
BBB,2013J,535833,-22.0,
BBB,2013J,536318,-150.0,
BBB,2013J,536409,-49.0,-23.0
BBB,2013J,536487,-95.0,0.0
BBB,2013J,536632,-24.0,
BBB,2013J,536649,-52.0,
BBB,2013J,536660,-24.0,
BBB,2013J,536663,-24.0,61.0
BBB,2013J,536664,-24.0,
BBB,2013J,536666,-52.0,
BBB,2013J,536852,-51.0,
BBB,2013J,536992,-25.0,
BBB,2013J,537271,-134.0,
BBB,2013J,538210,-80.0,
BBB,2013J,539299,-191.0,-18.0
BBB,2013J,539414,-60.0,-3.0
BBB,2013J,539426,-25.0,
BBB,2013J,539670,-92.0,
BBB,2013J,540005,-31.0,
BBB,2013J,540249,-28.0,
BBB,2013J,540293,-60.0,
BBB,2013J,540521,-29.0,
BBB,2013J,540602,-115.0,
BBB,2013J,540682,-66.0,
BBB,2013J,541171,-52.0,165.0
BBB,2013J,541274,-74.0,
BBB,2013J,541586,-96.0,
BBB,2013J,541702,-149.0,
BBB,2013J,541842,-150.0,-9.0
BBB,2013J,542296,-66.0,
BBB,2013J,542472,-132.0,
BBB,2013J,542562,-196.0,25.0
BBB,2013J,542574,-22.0,
BBB,2013J,542707,-60.0,
BBB,2013J,543021,-94.0,61.0
BBB,2013J,543199,-67.0,6.0
BBB,2013J,543279,-66.0,
BBB,2013J,543418,-81.0,166.0
BBB,2013J,543428,-94.0,
BBB,2013J,544122,-19.0,
BBB,2013J,544627,-38.0,
BBB,2013J,545200,-107.0,
BBB,2013J,545247,-9.0,
BBB,2013J,545297,-9.0,
BBB,2013J,545298,-96.0,
BBB,2013J,545443,-29.0,
BBB,2013J,545462,-95.0,
BBB,2013J,545521,-177.0,10.0
BBB,2013J,546124,-114.0,-9.0
BBB,2013J,546195,-10.0,
BBB,2013J,546196,-12.0,
BBB,2013J,546941,-194.0,
BBB,2013J,547266,-183.0,-58.0
BBB,2013J,547311,-38.0,
BBB,2013J,547718,-43.0,188.0
BBB,2013J,547755,-196.0,-87.0
BBB,2013J,547979,-90.0,186.0
BBB,2013J,548197,-67.0,
BBB,2013J,548899,-25.0,
BBB,2013J,549129,-52.0,
BBB,2013J,549226,-102.0,
BBB,2013J,549445,-24.0,
BBB,2013J,549586,-60.0,
BBB,2013J,549745,-30.0,209.0
BBB,2013J,549873,-38.0,
BBB,2013J,549918,-109.0,
BBB,2013J,550412,-38.0,
BBB,2013J,550559,-19.0,46.0
BBB,2013J,550880,-38.0,
BBB,2013J,550941,-85.0,
BBB,2013J,551031,-19.0,
BBB,2013J,551136,-28.0,37.0
BBB,2013J,551205,-136.0,
BBB,2013J,551219,-158.0,
BBB,2013J,551234,-25.0,
BBB,2013J,551347,-29.0,
BBB,2013J,551515,-60.0,30.0
BBB,2013J,551628,-35.0,18.0
BBB,2013J,551802,-16.0,
BBB,2013J,551836,-22.0,
BBB,2013J,552116,-25.0,
BBB,2013J,552177,-28.0,
BBB,2013J,552205,-36.0,
BBB,2013J,552339,-60.0,
BBB,2013J,552399,-51.0,
BBB,2013J,552515,-36.0,
BBB,2013J,552622,-25.0,
BBB,2013J,552865,-63.0,0.0
BBB,2013J,552883,-38.0,
BBB,2013J,553078,-38.0,
BBB,2013J,553556,-156.0,-137.0
BBB,2013J,553825,-149.0,
BBB,2013J,553856,-22.0,
BBB,2013J,553893,-45.0,
BBB,2013J,554243,-35.0,166.0
BBB,2013J,554297,-22.0,
BBB,2013J,554314,-60.0,
BBB,2013J,554540,-38.0,
BBB,2013J,555061,-38.0,
BBB,2013J,555346,-30.0,
BBB,2013J,555614,-81.0,
BBB,2013J,555721,-43.0,
BBB,2013J,555789,-32.0,-8.0
BBB,2013J,556062,-28.0,
BBB,2013J,556089,-36.0,
BBB,2013J,556175,-60.0,
BBB,2013J,556228,-20.0,
BBB,2013J,556427,-107.0,241.0
BBB,2013J,556592,-25.0,
BBB,2013J,556637,-60.0,12.0
BBB,2013J,556738,-74.0,
BBB,2013J,556972,-31.0,
BBB,2013J,557652,-32.0,
BBB,2013J,558035,-196.0,167.0
BBB,2013J,558333,-46.0,
BBB,2013J,558533,-22.0,
BBB,2013J,558661,-37.0,
BBB,2013J,558755,-17.0,
BBB,2013J,558962,-179.0,
BBB,2013J,558983,-78.0,
BBB,2013J,559139,-24.0,44.0
BBB,2013J,559168,-65.0,
BBB,2013J,559344,-116.0,-64.0
BBB,2013J,559382,-31.0,
BBB,2013J,559414,-30.0,
BBB,2013J,559584,-25.0,
BBB,2013J,559685,-28.0,
BBB,2013J,559851,-32.0,
BBB,2013J,560030,-96.0,
BBB,2013J,560074,-144.0,
BBB,2013J,560430,-128.0,
BBB,2013J,560490,-138.0,-23.0
BBB,2013J,560559,-149.0,0.0
BBB,2013J,560567,-92.0,
BBB,2013J,560676,-135.0,
BBB,2013J,560773,-149.0,
BBB,2013J,560920,-149.0,32.0
BBB,2013J,561312,-46.0,
BBB,2013J,561457,-51.0,
BBB,2013J,561534,-137.0,
BBB,2013J,561549,-135.0,
BBB,2013J,561591,-109.0,
BBB,2013J,561640,-92.0,
BBB,2013J,561674,-164.0,85.0
BBB,2013J,561841,-100.0,
BBB,2013J,561932,-66.0,
BBB,2013J,562090,-63.0,
BBB,2013J,562270,-124.0,
BBB,2013J,562456,-59.0,
BBB,2013J,563022,-149.0,0.0
BBB,2013J,563063,-130.0,-11.0
BBB,2013J,563174,-53.0,
BBB,2013J,563374,-29.0,
BBB,2013J,563706,-196.0,
BBB,2013J,563733,-29.0,
BBB,2013J,563735,-36.0,
BBB,2013J,563769,-51.0,
BBB,2013J,563794,-29.0,
BBB,2013J,564105,-15.0,
BBB,2013J,564129,-35.0,
BBB,2013J,564144,-36.0,
BBB,2013J,564245,-49.0,
BBB,2013J,564268,-49.0,
BBB,2013J,564300,-183.0,-123.0
BBB,2013J,564596,-123.0,237.0
BBB,2013J,564626,-17.0,
BBB,2013J,564791,-196.0,-92.0
BBB,2013J,564792,-58.0,
BBB,2013J,564898,-121.0,
BBB,2013J,564930,-45.0,-24.0
BBB,2013J,564958,-29.0,
BBB,2013J,564972,-74.0,19.0
BBB,2013J,565035,-42.0,
BBB,2013J,565393,-156.0,
BBB,2013J,565402,-31.0,6.0
BBB,2013J,565513,-59.0,
BBB,2013J,565518,-174.0,-124.0
BBB,2013J,565582,-43.0,
BBB,2013J,565607,-17.0,
BBB,2013J,565715,-28.0,
BBB,2013J,565819,-165.0,-50.0
BBB,2013J,565888,-18.0,
BBB,2013J,565919,-88.0,
BBB,2013J,566133,-149.0,
BBB,2013J,566339,-43.0,
BBB,2013J,566346,-107.0,
BBB,2013J,566358,-125.0,
BBB,2013J,566369,-25.0,
BBB,2013J,566392,-144.0,
BBB,2013J,566407,-43.0,
BBB,2013J,566415,-22.0,
BBB,2013J,566720,-67.0,
BBB,2013J,566813,-63.0,
BBB,2013J,566814,-158.0,
BBB,2013J,567013,-17.0,
BBB,2013J,567033,-101.0,
BBB,2013J,567059,-129.0,2.0
BBB,2013J,567145,-149.0,0.0
BBB,2013J,567160,-20.0,
BBB,2013J,567262,-43.0,
BBB,2013J,567363,-27.0,
BBB,2013J,567402,-100.0,
BBB,2013J,567429,-149.0,
BBB,2013J,567500,-2.0,
BBB,2013J,567598,-135.0,-36.0
BBB,2013J,567627,-144.0,
BBB,2013J,567754,-9.0,
BBB,2013J,567915,-136.0,
BBB,2013J,567925,-144.0,-16.0
BBB,2013J,567929,-28.0,
BBB,2013J,567958,-134.0,
BBB,2013J,567979,-31.0,
