company_id,industry
64533,Entertainment
96639244,Staffing & Recruiting
24187,Information Technology & Services
18341039,Information Technology & Services
7972561,Biotechnology
4293,Entertainment
18506580,Internet
165725,Design
74710480,Automotive
689849,Staffing & Recruiting
8239496,Railroad Manufacture
31439,Staffing & Recruiting
1951980,Education Management
2429989,Insurance
35822,Higher Education
46119,Information Technology & Services
214960,Hospital & Health Care
34768945,Computer Software
3163788,Construction
29355,Mining & Metals
2660,Government Administration
24239,Higher Education
22283894,Hospital & Health Care
91143191,Computer Software
157345,Financial Services
101899,Information Technology & Services
15440968,Hospital & Health Care
11169,Oil & Energy
2604972,Management Consulting
94707,Information Technology & Services
1909256,Computer Software
165364,Information Technology & Services
147699,Building Materials
676041,Hospital & Health Care
78885,Real Estate
2666,Law Enforcement
9654,Higher Education
166944,Law Practice
3731451,Information Technology & Services
90576696,Textiles
6983,Financial Services
8817,Electrical & Electronic Manufacturing
2279,Electrical & Electronic Manufacturing
629227,Food & Beverages
28130220,Oil & Energy
2832056,Management Consulting
6593,Entertainment
1474852,Information Technology & Services
2787,Banking
6233,Financial Services
7602352,Marketing & Advertising
439853,Automotive
61341,Staffing & Recruiting
2859,Accounting
28132450,Hospital & Health Care
98488356,Staffing & Recruiting
42301191,Hospital & Health Care
16075064,Hospital & Health Care
25081,Real Estate
71145765,Information Technology & Services
1392051,Staffing & Recruiting
212201,Staffing & Recruiting
2470025,Information Technology & Services
3325979,Information Technology & Services
1180679,Staffing & Recruiting
1045296,Hospital & Health Care
941454,Hospital & Health Care
65101,Hospital & Health Care
81958,Education Management
165791,Retail
104396,Banking
14287,Mining & Metals
76236580,Staffing & Recruiting
162255,Hospital & Health Care
165998,Semiconductors
74971597,Food & Beverages
18759444,Management Consulting
80430513,Recreational Facilities & Services
11777418,Banking
2878362,Higher Education
1518461,Staffing & Recruiting
27573,Hospital & Health Care
1745669,Information Technology & Services
2539,Broadcast Media
1041095,Medical Device
28734,Consumer Goods
11115,Information Technology & Services
628150,Computer Software
55303,Staffing & Recruiting
20875,Hospital & Health Care
164987,Financial Services
8807,Government Administration
3102,Medical Device
3299457,Hospital & Health Care
963453,Information Technology & Services
64257878,Civil Engineering
969396,Information Technology & Services
27872,Hospital & Health Care
285809,Construction
78855035,Financial Services
55394,Insurance
2819944,Education Management
96691,Information Technology & Services
20344,Information Technology & Services
8882,Sports
3863,Business Supplies & Equipment
738188,Telecommunications
2343421,Telecommunications
3807153,Renewables & Environment
79955198,Information Technology & Services
8086,Electrical & Electronic Manufacturing
7932726,Financial Services
10801746,Individual & Family Services
18496094,Entertainment
487174,Automotive
13309,Defense & Space
389481,Mechanical Or Industrial Engineering
13288,Computer Software
157324,Staffing & Recruiting
1123,Banking
3271453,Philanthropy
74589904,Staffing & Recruiting
38264,Apparel & Fashion
688249,Staffing & Recruiting
962052,Hospital & Health Care
13386,Retail
1586,Computer Software
1344,Electrical & Electronic Manufacturing
12934,Food & Beverages
2382910,Information Technology & Services
1524656,Financial Services
81194885,Legal Services
497248,Staffing & Recruiting
10346400,Staffing & Recruiting
91098676,Information Technology & Services
28498,Hospital & Health Care
444905,Staffing & Recruiting
2174958,Consumer Services
27172,Government Administration
13856,Oil & Energy
64532924,Law Practice
98210,"Health, Wellness & Fitness"
4446,Computer Software
43278,Hospital & Health Care
163789,Pharmaceuticals
5110,Computer Hardware
59132912,Mental Health Care
26562280,Construction
19231638,Hospitality
231383,Banking
10525955,Retail
3765,Marketing & Advertising
73681,Government Administration
72559323,E-learning
11286858,Consumer Electronics
2686249,Information Technology & Services
55873224,Information Technology & Services
164420,International Trade & Development
850621,Food & Beverages
11901,Biotechnology
1482,Computer Software
6449530,Food & Beverages
36569,Transportation/Trucking/Railroad
766544,Biotechnology
24062,Entertainment
2820867,Machinery
74887092,Religious Institutions
78392228,Entertainment
6627808,Tobacco
1146188,Staffing & Recruiting
57995232,Music
64722,Aviation & Aerospace
41266,Information Technology & Services
74539,Mechanical Or Industrial Engineering
233054,Information Technology & Services
81519453,Computer Software
7947803,Computer Software
69904568,Construction
913591,Chemicals
637038,Primary/Secondary Education
92917818,Information Technology & Services
18941384,Consumer Goods
4031973,Environmental Services
13153,Staffing & Recruiting
65589102,Apparel & Fashion
37248677,Biotechnology
2144509,Mechanical Or Industrial Engineering
90681631,Hospitality
81878,Automotive
60463,Non-profit Organization Management
213862,Mechanical Or Industrial Engineering
2171249,Accounting
51614199,Telecommunications
87110560,Financial Services
748875,Staffing & Recruiting
868313,Construction
74772057,Staffing & Recruiting
14477218,Professional Training & Coaching
15228,Information Technology & Services
20503060,Staffing & Recruiting
563417,Hospital & Health Care
77159,Staffing & Recruiting
33218,Staffing & Recruiting
5171302,Marketing & Advertising
11029079,Biotechnology
69335449,Financial Services
307460,Transportation/Trucking/Railroad
78426886,Semiconductors
1330147,Real Estate
17959348,Information Technology & Services
64487,Pharmaceuticals
3732622,Construction
69732,Information Technology & Services
6148675,Non-profit Organization Management
15907041,Veterinary
6646428,Staffing & Recruiting
143331,Oil & Energy
49681,Information Technology & Services
522560,Wholesale
107926,Marketing & Advertising
52638,Staffing & Recruiting
1633836,Staffing & Recruiting
1673105,Hospitality
3234221,Architecture & Planning
34616,Information Technology & Services
19024086,Marketing & Advertising
35716480,Government Administration
447530,Non-profit Organization Management
12595126,Staffing & Recruiting
15087386,Staffing & Recruiting
2015890,Information Technology & Services
6565,Financial Services
35701335,Real Estate
7413,Hospital & Health Care
80648696,Individual & Family Services
35521693,Information Technology & Services
90101,Staffing & Recruiting
72632053,"Health, Wellness & Fitness"
104602,Music
3713985,Information Technology & Services
80753355,Management Consulting
14078,Non-profit Organization Management
69903699,Environmental Services
12291,Packaging & Containers
529548,Staffing & Recruiting
3094595,Information Technology & Services
2345562,Mechanical Or Industrial Engineering
3781808,Law Practice
110514,Mental Health Care
18987662,Management Consulting
1257738,Food & Beverages
149485,Construction
27218788,Computer Software
89491510,Hospital & Health Care
96657925,Staffing & Recruiting
414551,Information Technology & Services
15338901,Law Practice
4821517,Food & Beverages
28145223,Hospital & Health Care
8141,Information Technology & Services
11054,Financial Services
68578869,Environmental Services
31953,Government Administration
164249,Retail
87374932,Insurance
6585,Luxury Goods & Jewelry
162767,Hospital & Health Care
3518569,Higher Education
18043,Staffing & Recruiting
64883733,Computer Software
93249012,Higher Education
80789,Industrial Automation
77097,Information Technology & Services
5334810,Management Consulting
548385,Information Technology & Services
848818,Staffing & Recruiting
16164685,Information Technology & Services
62571,Wholesale
5578,Financial Services
83495842,Staffing & Recruiting
49122753,Marketing & Advertising
1713645,Entertainment
7962985,Computer Software
65587,Information Technology & Services
5742,Management Consulting
26647085,Information Technology & Services
57888,Retail
2201548,Building Materials
19767,Mining & Metals
9223,Computer Software
166068,Higher Education
19120162,Law Practice
64670958,Facilities Services
14069,Information Technology & Services
90413667,Food Production
3683451,Transportation/Trucking/Railroad
51586146,Staffing & Recruiting
17926613,Computer Software
2738213,E-learning
3607492,Financial Services
18827874,Financial Services
521134,Information Technology & Services
40369,Hospital & Health Care
2764631,Telecommunications
133357,Staffing & Recruiting
51671407,Financial Services
79108324,Financial Services
313558,Real Estate
28649902,Information Technology & Services
54799,Staffing & Recruiting
1447520,Consumer Electronics
17919545,Biotechnology
44751,Non-profit Organization Management
18380110,Staffing & Recruiting
75156982,Non-profit Organization Management
58289235,Computer Software
34758901,Marketing & Advertising
50381,Law Practice
113134,Entertainment
225056,Staffing & Recruiting
41771,Staffing & Recruiting
6392689,Hospital & Health Care
42805,Cosmetics
6137,Computer Software
40735283,Management Consulting
10682548,Biotechnology
1072536,"Health, Wellness & Fitness"
70253,Higher Education
74064331,Mental Health Care
210025,Law Practice
6398401,Research
17930841,Biotechnology
69094979,Staffing & Recruiting
674541,Aviation & Aerospace
79091671,Retail
1842410,Information Technology & Services
40655773,Marketing & Advertising
20282677,Information Technology & Services
1059379,Non-profit Organization Management
65010286,Financial Services
18124161,Consumer Services
37310,Biotechnology
17880405,Staffing & Recruiting
18149028,Biotechnology
18252282,Telecommunications
6504,Hospital & Health Care
47662244,Information Technology & Services
1969276,Medical Device
76251474,Entertainment
14510422,Information Technology & Services
84971123,Furniture
6457945,Food & Beverages
91323859,Hospital & Health Care
71303127,Staffing & Recruiting
1933181,Consumer Goods
822239,Staffing & Recruiting
662026,Information Technology & Services
65401684,Hospital & Health Care
8034,"Health, Wellness & Fitness"
75436848,Utilities
71312127,Cosmetics
78378963,Staffing & Recruiting
53868,Hospital & Health Care
754041,Management Consulting
3340388,Accounting
166124,Staffing & Recruiting
3596579,Computer Software
46318,Higher Education
479939,Staffing & Recruiting
2529188,Hospital & Health Care
408211,Non-profit Organization Management
4324337,Food & Beverages
2999998,Staffing & Recruiting
64660033,Political Organization
55170,Staffing & Recruiting
76203745,Biotechnology
64638177,Mental Health Care
1332329,Staffing & Recruiting
45346,Staffing & Recruiting
3638332,Human Resources
28463995,Education Management
81527214,Hospital & Health Care
13009799,Individual & Family Services
493046,Education Management
416904,Staffing & Recruiting
58677611,Semiconductors
3816028,Transportation/Trucking/Railroad
89803055,Construction
71732020,Transportation/Trucking/Railroad
11260586,Renewables & Environment
6402014,Consumer Services
42259,Restaurants
352217,Information Technology & Services
3264857,Law Practice
1248281,Non-profit Organization Management
5055637,Marketing & Advertising
3012034,Machinery
6103794,Facilities Services
2073870,Information Technology & Services
82761136,Non-profit Organization Management
74714036,Design
96601425,Marketing & Advertising
11204351,Medical Device
98224501,Financial Services
2240218,Staffing & Recruiting
66688074,E-learning
3263648,Staffing & Recruiting
5719434,Information Technology & Services
782367,"Health, Wellness & Fitness"
144455,Staffing & Recruiting
3150784,Staffing & Recruiting
9762263,Utilities
18346404,Staffing & Recruiting
81490111,Staffing & Recruiting
33307792,Information Technology & Services
10239155,Food & Beverages
90580409,Construction
50190,Environmental Services
74347068,Staffing & Recruiting
6636388,Venture Capital & Private Equity
8230919,Consumer Goods
9848517,Information Technology & Services
3009879,Management Consulting
66260937,Staffing & Recruiting
78824885,Real Estate
14541,Retail
15635010,Construction
132146,Construction
1207327,Staffing & Recruiting
77610,Information Technology & Services
37528935,Mental Health Care
12166920,Business Supplies & Equipment
18425407,Human Resources
134993,Mechanical Or Industrial Engineering
65588154,Staffing & Recruiting
2483413,Entertainment
9211,Hospital & Health Care
27494,Staffing & Recruiting
91611876,Non-profit Organization Management
86791285,Real Estate
1028988,Information Technology & Services
74300849,Non-profit Organization Management
74698256,Apparel & Fashion
1121961,Information Technology & Services
70041103,Marketing & Advertising
91610647,Hospital & Health Care
17995,Food Production
18910278,Construction
27138826,Mental Health Care
31805,Hospital & Health Care
2401255,Staffing & Recruiting
2275433,Computer Software
78701221,Education Management
18945668,Computer Software
15285,Management Consulting
20280833,Hospital & Health Care
31515,Food Production
2372885,Mechanical Or Industrial Engineering
810033,Real Estate
2804888,Internet
3527968,Entertainment
18679009,Staffing & Recruiting
63527929,Hospital & Health Care
18300840,Machinery
19175051,Biotechnology
3048445,Financial Services
53009,Non-profit Organization Management
136188,Information Technology & Services
13332717,Information Technology & Services
307513,Food & Beverages
17921425,Medical Device
81486430,Law Practice
2824640,Staffing & Recruiting
463946,Real Estate
2445968,Automotive
1076320,Information Technology & Services
37524,Human Resources
10799820,Staffing & Recruiting
6575960,Staffing & Recruiting
50040,Semiconductors
162969,Higher Education
18217358,Judiciary
3124398,Architecture & Planning
75883294,Venture Capital & Private Equity
42839253,Automotive
165757,Staffing & Recruiting
9488625,Staffing & Recruiting
1818176,Entertainment
75647620,Sports
345564,Information Technology & Services
57487,Staffing & Recruiting
165299,Medical Device
10727595,Public Relations & Communications
7361,Restaurants
4019701,Architecture & Planning
27243513,"Leisure, Travel & Tourism"
1512,Retail
3018149,Information Technology & Services
18305006,Law Practice
410756,Biotechnology
42481,Banking
226965,Staffing & Recruiting
602101,Staffing & Recruiting
5837,Industrial Automation
493341,Computer Software
43251468,Marketing & Advertising
708782,Information Technology & Services
68657486,Staffing & Recruiting
1932056,Non-profit Organization Management
89989306,Apparel & Fashion
34683141,Consumer Goods
683310,Automotive
7796921,Architecture & Planning
64250731,Sports
278713,Law Enforcement
10229802,Public Safety
5667,Chemicals
48835,Biotechnology
134081,Supermarkets
23383,Civil Engineering
542177,Security & Investigations
165207,Information Technology & Services
9286450,Hospital & Health Care
58213,Retail
162750,Financial Services
937112,Apparel & Fashion
164535,Airlines/Aviation
37900,Government Administration
2700167,Transportation/Trucking/Railroad
1792,Higher Education
74604,Staffing & Recruiting
7795,Retail
2562,Chemicals
1668,Package/Freight Delivery
319203,Food & Beverages
162448,Transportation/Trucking/Railroad
7950773,Furniture
36472532,Sports
3743,Accounting
5666,Utilities
33277328,Events Services
96654929,Government Administration
4826,Financial Services
2276,Biotechnology
15165083,Hospital & Health Care
7851,Medical Device
787339,Government Administration
13126,Law Practice
11498706,Machinery
4307,Financial Services
26041,Semiconductors
66938931,Mental Health Care
4668865,Construction
35224,Staffing & Recruiting
2545750,Hospital & Health Care
6848,Oil & Energy
11727,Oil & Energy
78124,Financial Services
9624,Insurance
22309011,Hospital & Health Care
13242203,Information Technology & Services
68360,Apparel & Fashion
25017,Building Materials
290727,Computer Software
30876,Banking
2872912,Staffing & Recruiting
1254,Entertainment
17954837,Information Technology & Services
164527,Transportation/Trucking/Railroad
9759,Hospital & Health Care
7789,Retail
77758478,Packaging & Containers
2699082,Staffing & Recruiting
2296178,Computer Software
461767,Government Administration
3392,Electrical & Electronic Manufacturing
1275357,Government Administration
18282263,Apparel & Fashion
491205,Information Technology & Services
4324,Construction
167700,Computer Software
18751286,Construction
3634748,Staffing & Recruiting
733622,Marketing & Advertising
459969,Utilities
25452,Computer & Network Security
256744,Entertainment
905785,Pharmaceuticals
352558,Financial Services
314350,Computer Software
53708,Transportation/Trucking/Railroad
797901,Wholesale
10007,Electrical & Electronic Manufacturing
5843,Consumer Goods
17876829,Pharmaceuticals
54844,Staffing & Recruiting
3046921,Transportation/Trucking/Railroad
62219,Insurance
76749026,Retail
492566,Transportation/Trucking/Railroad
106383,Information Technology & Services
21835,Information Services
81600,Non-profit Organization Management
102046,Financial Services
2578499,Civil Engineering
92537629,Financial Services
47664328,Telecommunications
3681497,Environmental Services
6617371,Law Practice
67539665,Computer Software
5785700,Wine & Spirits
18358181,Computer Software
16183163,Staffing & Recruiting
2843538,Biotechnology
70696,Non-profit Organization Management
598164,Research
31649,Retail
54276584,Law Practice
18162919,Information Technology & Services
4220,Government Administration
70379058,Cosmetics
165735,Construction
28597931,Staffing & Recruiting
91414637,Staffing & Recruiting
18725117,Information Technology & Services
63274,Hospital & Health Care
50511,Real Estate
136115,Apparel & Fashion
2271,Retail
29215687,Hospital & Health Care
163025,Restaurants
667860,Sporting Goods
1109157,Hospital & Health Care
3848,Information Technology & Services
938659,Electrical & Electronic Manufacturing
5000890,Staffing & Recruiting
11660,Management Consulting
22456,Staffing & Recruiting
2203697,Staffing & Recruiting
33619,Banking
24601924,Events Services
3309820,Entertainment
74329930,Law Practice
71496,Financial Services
1376946,E-learning
34218096,Financial Services
34484,Information Technology & Services
2499560,Information Technology & Services
18120202,Accounting
1066442,Computer Software
11921,Hospital & Health Care
36092044,Financial Services
997733,Staffing & Recruiting
167379,Computer Software
75644472,Hospital & Health Care
31636,Real Estate
45170,Retail
8667,Financial Services
611987,Mental Health Care
65547501,Construction
18269417,Transportation/Trucking/Railroad
40025,Medical Device
79383729,Financial Services
57971,Renewables & Environment
19086748,Staffing & Recruiting
136253,Staffing & Recruiting
3220813,Hospital & Health Care
259718,Staffing & Recruiting
703207,Construction
99360,Hospital & Health Care
13051794,Accounting
16202798,Law Practice
21425,Mechanical Or Industrial Engineering
164035,Hospital & Health Care
165976,Publishing
3084,Higher Education
15939037,Non-profit Organization Management
39249,Packaging & Containers
80695222,Staffing & Recruiting
74149507,Real Estate
3591263,Financial Services
2751,Computer Software
15090581,Staffing & Recruiting
54110209,Renewables & Environment
27193097,Staffing & Recruiting
65647,Staffing & Recruiting
18564016,Machinery
9060,Medical Device
261933,Information Technology & Services
9361151,Staffing & Recruiting
27383,Information Technology & Services
1464,Computer Software
503757,Insurance
1060,Information Technology & Services
1124131,Computer Software
3500602,Banking
166967,Civil Engineering
3348019,Hospital & Health Care
157303,Banking
1025,Information Technology & Services
162241,Research
10279761,Mechanical Or Industrial Engineering
6533604,Non-profit Organization Management
164207,Hospital & Health Care
9339049,Cosmetics
482272,Information Technology & Services
22112,Non-profit Organization Management
1861293,Information Technology & Services
52112,Mental Health Care
166958,Transportation/Trucking/Railroad
2327867,Defense & Space
123958,Oil & Energy
2731814,Hospitality
86475,Civil Engineering
2881203,Mining & Metals
20760,Higher Education
37404866,Electrical & Electronic Manufacturing
11333215,Medical Practice
763137,Staffing & Recruiting
808024,Luxury Goods & Jewelry
164182,Information Technology & Services
2785040,Investment Management
22310425,Accounting
1103,Information Technology & Services
9472599,Staffing & Recruiting
65911044,Financial Services
407656,Hospital & Health Care
5058,Cosmetics
16892,Telecommunications
128505,Hospital & Health Care
1095818,Information Technology & Services
13421,Food & Beverages
894640,Staffing & Recruiting
72593,Information Technology & Services
69818844,Telecommunications
2119128,Staffing & Recruiting
9302284,Transportation/Trucking/Railroad
97021,Pharmaceuticals
357142,Machinery
11775700,Internet
38521,Hospital & Health Care
28762232,Information Technology & Services
10563478,Marketing & Advertising
64995026,"Health, Wellness & Fitness"
9498255,Financial Services
1586478,Packaging & Containers
77038154,Mental Health Care
30324,Information Technology & Services
72016383,Staffing & Recruiting
64677,Banking
62223875,Insurance
26205,Insurance
28629,Primary/Secondary Education
91103556,Consumer Goods
2904046,Utilities
2664185,Wholesale
3651935,Mental Health Care
40942169,Oil & Energy
91114863,Consumer Services
45750,Apparel & Fashion
15200600,Law Practice
1268806,Retail
5372,Higher Education
10021,Staffing & Recruiting
14865971,Management Consulting
9141,Retail
4094193,Primary/Secondary Education
98061689,Staffing & Recruiting
1179862,Broadcast Media
11286451,Automotive
206800,Information Technology & Services
236235,Environmental Services
1632149,E-learning
10860178,Information Technology & Services
33295877,Pharmaceuticals
532220,Staffing & Recruiting
8294,Retail
18191677,Medical Practice
4824711,Computer Software
89706215,Marketing & Advertising
1404437,Staffing & Recruiting
10500667,Hospitality
19668,International Affairs
251336,Staffing & Recruiting
74658,Staffing & Recruiting
91075895,Biotechnology
18019992,Management Consulting
14613869,Hospital & Health Care
1265257,Staffing & Recruiting
37520,Staffing & Recruiting
74875553,Apparel & Fashion
96656537,Marketing & Advertising
80035,Banking
91399601,Management Consulting
3589068,Financial Services
82629924,Staffing & Recruiting
13266,Construction
4815837,Electrical & Electronic Manufacturing
1470173,Information Technology & Services
51205,Consumer Goods
7507,Luxury Goods & Jewelry
16193860,Cosmetics
92926010,Information Technology & Services
3152520,Oil & Energy
16200871,Mental Health Care
868336,Staffing & Recruiting
2297786,Staffing & Recruiting
56464185,Education Management
165602,Information Technology & Services
91589332,Management Consulting
1374310,Food & Beverages
96081672,Government Administration
2549127,Design
1282463,Plastics
88253,Mining & Metals
1230481,Consumer Electronics
32455,Building Materials
56313852,Hospital & Health Care
44012,Financial Services
3698584,Individual & Family Services
13345578,Information Technology & Services
65296,Information Technology & Services
392569,Online Media
19101288,Information Technology & Services
3011879,Computer Software
11210665,Computer Software
4854165,Staffing & Recruiting
11551557,Staffing & Recruiting
45975,Staffing & Recruiting
690468,Information Technology & Services
352970,Food & Beverages
3577168,Information Technology & Services
11308812,Telecommunications
91715033,Management Consulting
10073356,Real Estate
75658267,"Health, Wellness & Fitness"
9764145,Mental Health Care
1133051,Marketing & Advertising
1728091,Information Technology & Services
167470,Computer Software
13301966,Information Technology & Services
93646602,Staffing & Recruiting
2927980,"Health, Wellness & Fitness"
10621846,Hospital & Health Care
9035196,Hospital & Health Care
98304573,Financial Services
79604112,Architecture & Planning
91127741,Design
86287371,Marketing & Advertising
80954903,Information Technology & Services
783377,Oil & Energy
3180574,Non-profit Organization Management
65663774,Environmental Services
18851732,Computer Software
18347030,Financial Services
25370,Higher Education
881304,Staffing & Recruiting
64711438,"Leisure, Travel & Tourism"
10148940,Food & Beverages
33011825,Construction
70329,Legal Services
18675698,Design
8619466,Hospital & Health Care
19136120,Staffing & Recruiting
29322289,Financial Services
16098582,Computer Software
54352854,Computer Software
6449,Management Consulting
2980915,Retail
4752375,Food Production
1491880,Staffing & Recruiting
228071,Staffing & Recruiting
1280678,Non-profit Organization Management
89509032,Oil & Energy
18255912,Environmental Services
5482,Pharmaceuticals
3536,Public Relations & Communications
37533040,Construction
2344811,Information Technology & Services
6583007,Environmental Services
449593,Staffing & Recruiting
3356865,Information Technology & Services
165381,Utilities
21273,Hospital & Health Care
4023956,Hospital & Health Care
15613785,Religious Institutions
871491,Non-profit Organization Management
11067,Information Technology & Services
12368,Hospitality
78795962,Construction
6445786,Information Technology & Services
1175330,Computer Software
683924,Civil Engineering
6842116,Law Practice
64544065,"Health, Wellness & Fitness"
19137570,Individual & Family Services
78283079,Hospital & Health Care
3994,Financial Services
60096806,Law Practice
52945,Restaurants
4290725,Primary/Secondary Education
40733486,Staffing & Recruiting
1466837,Education Management
27171329,Construction
74731877,Civic & Social Organization
53464,Research
1241,Financial Services
17084,Computer Software
44375,"Health, Wellness & Fitness"
9365938,Mining & Metals
3350832,Financial Services
164775,Higher Education
203204,Staffing & Recruiting
2655319,Non-profit Organization Management
266635,Hospital & Health Care
106707,Staffing & Recruiting
16154929,Retail
1297779,Real Estate
3867218,Information Technology & Services
6176,Retail
14827133,Non-profit Organization Management
68278572,Hospital & Health Care
19115010,Financial Services
81728179,Construction
58011764,Construction
566121,Computer Software
56892147,Hospital & Health Care
98142115,Transportation/Trucking/Railroad
74711742,Higher Education
36635,Non-profit Organization Management
74086147,Staffing & Recruiting
15239934,Real Estate
15669219,Hospitality
3887031,Real Estate
89793107,Mechanical Or Industrial Engineering
15760876,Hospitality
4099996,Education Management
3540711,Printing
76760809,Consumer Services
90415824,Mental Health Care
92390804,Computer Software
1755661,Human Resources
91325017,Higher Education
510951,Staffing & Recruiting
11273,Electrical & Electronic Manufacturing
1007844,Publishing
15628,Financial Services
3165672,Staffing & Recruiting
525424,Computer Software
2311,Hospitality
74793209,Pharmaceuticals
8781,Staffing & Recruiting
51592480,Information Technology & Services
910171,Computer Software
4031020,Research
688068,Biotechnology
83346702,Mental Health Care
81911397,Management Consulting
3561956,Broadcast Media
64888912,Staffing & Recruiting
1230210,Information Technology & Services
35681130,Hospitality
78865146,Law Practice
74148478,Computer Software
2870989,Information Technology & Services
90432970,Construction
23683319,Architecture & Planning
17947238,Biotechnology
11266312,Wholesale
24122,Museums & Institutions
95702534,Marketing & Advertising
37454346,Computer Software
89568406,"Health, Wellness & Fitness"
70519239,Government Administration
2395089,Industrial Automation
10474,Apparel & Fashion
96261901,Computer Software
29308,Staffing & Recruiting
232839,Events Services
978382,Banking
358102,Staffing & Recruiting
3998479,Information Technology & Services
18409665,Recreational Facilities & Services
2692259,Government Administration
27002539,Hospitality
23773563,Law Practice
163438,Retail
92699700,Staffing & Recruiting
18941872,Information Technology & Services
3578241,Real Estate
211152,Food Production
2584,Higher Education
42873,Medical Device
1944335,Computer Software
633558,Computer Software
65574209,Primary/Secondary Education
16195050,Legal Services
3168240,Non-profit Organization Management
1744728,Non-profit Organization Management
5247803,Management Consulting
4007381,Restaurants
2972588,Public Safety
1122347,Non-profit Organization Management
2146221,Law Practice
18723495,Computer Software
61256874,Retail
3593313,Computer Software
15223010,Hospital & Health Care
28181877,Facilities Services
18531422,Government Administration
90449202,Law Practice
15250145,Veterinary
82769817,Food & Beverages
7883050,Information Services
1242080,Consumer Services
16019663,Hospital & Health Care
18907151,Staffing & Recruiting
491378,Government Administration
19196263,Hospital & Health Care
28142040,Public Relations & Communications
15544,Electrical & Electronic Manufacturing
75752648,Computer Software
281801,Information Technology & Services
81219955,Medical Practice
93201681,Biotechnology
637937,Retail
2197447,Mining & Metals
43325,Information Technology & Services
166512,Facilities Services
18555453,Hospital & Health Care
28124918,Marketing & Advertising
7295562,Law Practice
26322,Information Technology & Services
18583397,Aviation & Aerospace
3665203,"Glass, Ceramics & Concrete"
66326452,Information Technology & Services
7942528,Law Practice
4344175,Hospital & Health Care
1251803,Individual & Family Services
704518,Performing Arts
84161917,Marketing & Advertising
81888641,"Health, Wellness & Fitness"
1963255,Hospital & Health Care
826665,Information Technology & Services
2619610,Management Consulting
5887,Staffing & Recruiting
2661961,Financial Services
11898860,Events Services
9268609,Marketing & Advertising
10737,Mining & Metals
68175152,Information Technology & Services
16233428,Financial Services
82082854,Computer Software
68672685,Architecture & Planning
166690,Higher Education
5536521,Entertainment
78389749,Electrical & Electronic Manufacturing
122451,Staffing & Recruiting
63304172,Hospital & Health Care
2477,Higher Education
2340,Insurance
68154546,Information Technology & Services
1975748,Law Practice
68764876,Management Consulting
96658559,"Health, Wellness & Fitness"
86569814,Insurance
3598087,Events Services
2474,Hospital & Health Care
23680,Higher Education
58931,Financial Services
106584,Information Technology & Services
1140750,Wine & Spirits
1057272,Hospital & Health Care
9487217,Entertainment
31644,Non-profit Organization Management
90684726,Real Estate
53216874,Legal Services
56628,Non-profit Organization Management
1160854,Entertainment
3513426,Food & Beverages
57421,Information Technology & Services
79998548,Industrial Automation
90641570,Mental Health Care
3086374,Venture Capital & Private Equity
28794941,Retail
568781,Real Estate
2923642,Facilities Services
28665387,Food Production
18000638,Computer Software
111849,Information Technology & Services
2724097,Staffing & Recruiting
89973025,Information Technology & Services
1609261,Construction
1397482,Hospitality
71350,Staffing & Recruiting
1162496,Management Consulting
76634625,Food & Beverages
1216721,Education Management
1240253,Political Organization
28649897,Hospitality
3125763,Hospitality
13219455,Aviation & Aerospace
54881838,Medical Practice
18024073,Public Relations & Communications
68067020,Information Technology & Services
3128709,Marketing & Advertising
4416,Financial Services
6639977,Renewables & Environment
77160079,Information Services
3089114,Restaurants
95757302,Computer Software
11468014,Furniture
18596401,Real Estate
63285379,Retail
784330,Staffing & Recruiting
220205,Management Consulting
7032,Retail
91170174,Staffing & Recruiting
1882926,Research
85656518,Computer Software
35523439,Automotive
80036929,Entertainment
1536514,Non-profit Organization Management
18422393,Entertainment
4514431,Oil & Energy
85824441,Management Consulting
1517824,Computer Networking
82515398,Construction
56766,Hospital & Health Care
3407,Restaurants
2132727,Mining & Metals
10047989,Automotive
63484613,Mental Health Care
931682,Public Relations & Communications
3176132,Construction
3807582,Accounting
7147770,Education Management
2888865,Information Technology & Services
33432301,Textiles
245238,Information Technology & Services
42415283,Professional Training & Coaching
12902,Construction
3881,Higher Education
19394,Information Technology & Services
1996803,Transportation/Trucking/Railroad
1260561,Electrical & Electronic Manufacturing
917137,Electrical & Electronic Manufacturing
52972,Staffing & Recruiting
10515650,Aviation & Aerospace
60172576,Medical Practice
1557314,Government Administration
66699756,Hospital & Health Care
144414,Non-profit Organization Management
10005158,Automotive
40814213,Staffing & Recruiting
69109979,Staffing & Recruiting
1147000,Building Materials
2465968,Information Technology & Services
4832201,Public Relations & Communications
10496448,Information Technology & Services
143448,Architecture & Planning
13755,Computer Games
1457702,Staffing & Recruiting
2937325,Non-profit Organization Management
3178910,Entertainment
74677909,Automotive
35486851,"Health, Wellness & Fitness"
13048091,Computer Software
2909349,Mechanical Or Industrial Engineering
2467404,Security & Investigations
2045607,Financial Services
74675845,Computer Software
93641815,Management Consulting
2505051,Non-profit Organization Management
26253911,Biotechnology
9502542,Apparel & Fashion
813581,Higher Education
12951519,Staffing & Recruiting
249004,Government Administration
33260191,Real Estate
973957,Furniture
90912229,Hospital & Health Care
60358522,Machinery
2787112,Computer Software
16199754,Staffing & Recruiting
18043902,Higher Education
90538923,Retail
157262,Financial Services
67537118,Information Technology & Services
74283888,Warehousing
76227652,Hospitality
