company_id,employee_count,follower_count,time_recorded
27193097,91,4749,1692839887
65647,356,43453,1692839887
18564016,27,940,1692839887
9060,1458,29792,1692839887
261933,218,40996,1692839887
9361151,20,17857,1692839887
27383,44,67014,1692839887
1464,8085,108154,1692839887
503757,4404,70935,1692839939
1060,111798,1960003,1692839991
1124131,7546,775378,1692839991
3500602,27,164,1692839991
166967,1022,23399,1692839991
3348019,399,3858,1692840045
157303,9615,49489,1692840045
1025,70995,3646359,1692840097
162241,4520,130011,1692840097
10279761,10379,989029,1692840097
6533604,10,789,1692840150
164207,2830,11045,1692840150
9339049,2085,339013,1692840150
482272,336,14548,1692840150
22112,3266,103354,1692840150
1861293,164,128557,1692840150
52112,1182,10624,1692840150
166958,5741,31507,1692840150
2327867,161,3070,1692840150
123958,211,29340,1692840150
2731814,262,10015,1692840203
86475,219,5078,1692840203
2881203,77,645,1692840203
20760,1221,33578,1692840203
37404866,268,8174,1692840203
11333215,191,3890,1692840203
763137,694,502723,1692840203
808024,50,6975,1692840203
164182,26057,1012984,1692840203
2785040,76,3859,1692840203
22310425,6,159,1692840203
1103,95609,1384923,1692840256
9472599,4,13374,1692840256
65911044,5,229,1692840256
407656,39111,210190,1692840256
5058,11288,717040,1692840308
16892,3101,13044,1692840308
128505,5277,213433,1692840361
1095818,97,1548,1692840413
13421,5569,155392,1692840413
894640,24,48715,1692840413
72593,60,57032,1692840413
69818844,6,287,1692840413
2119128,5,7422,1692840413
9302284,143,7058,1692840413
97021,91,8284,1692840466
357142,42,1160,1692840466
11775700,60,3032,1692840466
38521,2294,9474,1692840466
28762232,69,6291,1692840466
10563478,16,1746,1692840466
64995026,86,890,1692840466
9498255,64,922,1692840524
1586478,6615,116272,1692840524
77038154,9,134,1692840524
30324,1391,241438,1692840524
72016383,10,3171,1692840524
64677,648,7353,1692840524
62223875,19,28,1692840524
26205,2089,22943,1692840524
28629,3705,7053,1692840524
91103556,10,187,1692840577
2904046,170,22385,1692840577
2664185,29,2474,1692840577
3651935,3113,61638,1692840577
40942169,148,11084,1692840577
91114863,8,122,1692840577
45750,621,23872,1692840577
15200600,57,240,1692840630
1268806,242,31991,1692840630
5372,8578,249931,1692840630
10021,4971,146274,1692840630
14865971,7,1299,1692840682
9141,8553,26669,1692840682
4094193,959,1201,1692840682
98061689,2,320,1692840682
1179862,47,403,1692840682
11286451,2428,46360,1692840682
206800,50,113058,1692840736
236235,18,1605,1692840736
1632149,624,7121,1692840736
10860178,1028,12130,1692840736
33295877,3998,225881,1692840736
532220,59,19014,1692840789
8294,4331,29784,1692840789
18191677,8,171,1692840789
4824711,131,3619,1692840789
89706215,6,110,1692840789
1404437,33,38506,1692840789
10500667,222,8401,1692840841
19668,412,199735,1692840841
251336,193,40082,1692840841
74658,84,33233,1692840841
91075895,9,195,1692840841
18019992,40,15681,1692840841
14613869,3143,30675,1692840841
1265257,72,180329,1692840894
37520,211,49087,1692840894
74875553,25,623,1692840894
96656537,0,2,1692840894
80035,353,2335,1692840894
91399601,3,26,1692840894
3589068,81,1540,1692840894
82629924,9,246,1692840894
13266,3448,39485,1692840947
4815837,90,5817,1692840947
1470173,258,2899,1692840947
51205,849,52731,1692840947
7507,5212,861806,1692840947
16193860,118,8301,1692840947
92926010,8,7294,1692840947
3152520,272,15694,1692840947
16200871,42,101,1692840999
868336,154,58791,1692840999
2297786,30,23565,1692840999
56464185,2825,8313,1692840999
165602,2648,366414,1692840999
91589332,0,53,1692841053
1374310,12507,41990,1692841053
96081672,8,13,1692841106
2549127,27,871,1692841106
1282463,26,636,1692841106
88253,581,6949,1692841106
1230481,476,21527,1692841106
32455,978,14798,1692841106
56313852,16,82,1692841159
44012,67,43790,1692841159
3698584,69,435,1692841159
13345578,270,70571,1692841159
65296,21,35892,1692841159
392569,355,2635,1692841211
19101288,135,33932,1692841211
3011879,183,19557,1692841211
11210665,18,1778,1692841265
4854165,104,112874,1692841265
11551557,14,3973,1692841265
45975,76,4755,1692841265
690468,74,28852,1692841265
352970,3146,17719,1692841265
3577168,252,38767,1692841265
11308812,2976,32775,1692841265
91715033,6,164,1692841265
10073356,114,5468,1692841318
75658267,4,113,1692841318
9764145,49,104,1692841318
1133051,149,1688,1692841370
1728091,1120,197431,1692841422
167470,640,91352,1692841422
13301966,135,46195,1692841422
93646602,2,43,1692841422
2927980,73,12186,1692841422
10621846,129,1929,1692841422
9035196,38,238,1692841475
98304573,2,167,1692841475
79604112,17,1135,1692841475
91127741,0,37,1692841528
86287371,2,9,1692841528
80954903,2,3640,1692841528
783377,35,451,1692841528
3180574,115,7549,1692841528
65663774,4,166,1692841528
18851732,566,12789,1692841528
18347030,7,713,1692841528
25370,1164,24573,1692841528
881304,444,155260,1692841581
64711438,102,1490,1692841581
10148940,1321,8370,1692841581
33011825,3,224,1692841581
70329,123,2415,1692841581
18675698,3,173,1692841581
8619466,118,525,1692841634
19136120,3,6705,1692841634
29322289,140,21317,1692841634
16098582,96,1802,1692841634
54352854,456,7186,1692841634
6449,9564,374494,1692841634
2980915,1475,12722,1692841634
4752375,42,435,1692841634
1491880,4,2538,1692841634
228071,300,14209,1692841634
1280678,27,1690,1692841634
89509032,9,87,1692841634
18255912,468,3396,1692841634
5482,36315,1148734,1692841686
3536,6720,500208,1692841686
37533040,16,523,1692841686
2344811,29,560,1692841686
6583007,25,540,1692841686
449593,37,6830,1692841686
3356865,56,24151,1692841686
165381,2661,24718,1692841686
21273,2633,30484,1692841686
4023956,280,2459,1692841686
15613785,5,4,1692841686
871491,35,2778,1692841686
11067,1003,272606,1692841686
12368,768,17362,1692841738
78795962,4,9,1692841738
81155650,1,2,1692841738
6445786,70,1688,1692841738
1175330,75,4756,1692841738
683924,27,1454,1692841738
6842116,1,18,1692841738
64544065,2,46,1692841738
19137570,17,53,1692841738
78283079,2763,11739,1692841791
3994,49491,846660,1692841791
60096806,107,378,1692841791
52945,3244,34837,1692841791
4290725,40,130,1692841791
40733486,45,23189,1692841791
1466837,379,6937,1692841791
27171329,29,1344,1692841791
74731877,11,433,1692841791
53464,427,22275,1692841843
1241,176633,3504495,1692841843
17084,660,21703,1692841843
44375,83,28901,1692841843
9365938,4972,194156,1692841843
3350832,88,1258,1692841843
164775,4144,82546,1692841843
203204,107,2751,1692841843
2655319,33,1063,1692841843
266635,49,227,1692841843
106707,33,36793,1692841843
16154929,41,1660,1692841843
1297779,114,3414,1692841843
3867218,1,5639,1692841895
6176,38972,244379,1692841895
14827133,21,294,1692841895
68278572,22,592,1692841895
19115010,2,15,1692841895
81728179,7,97,1692841895
58011764,14,128,1692841895
566121,917,36677,1692841948
56892147,6,4,1692841948
98142115,1,1,1692841948
74711742,1,238,1692841948
36635,199,1526,1692841948
74086147,107,562,1692841948
15239934,130,5364,1692841948
15669219,68,342,1692841948
3887031,197,2963,1692841948
89793107,5,204,1692841948
15760876,4,86,1692842007
4099996,66,2198,1692842007
3540711,50,776,1692842007
76760809,1,43,1692842007
90415824,15,235,1692842007
92390804,685,605,1692842007
1755661,111,25917,1692842007
91325017,2,19,1692842007
510951,8,18866,1692842007
11273,5150,66868,1692842007
1007844,23,5608,1692842059
15628,1402,47817,1692842059
3165672,7,17737,1692842059
525424,729,50186,1692842059
2311,217029,2268356,1692842059
74793209,9,2544,1692842059
8781,114,69811,1692842059
51592480,5,429,1692842059
910171,73,2640,1692842059
4031020,7,14,1692842059
688068,3,236,1692842059
83346702,7,65,1692842112
81911397,1,35,1692842112
3561956,78,7012,1692842112
64888912,18,8208,1692842112
1230210,21,678,1692842164
35681130,76,5451,1692842164
78865146,7,123,1692842164
74148478,16,1347,1692842164
2870989,286,220667,1692842164
90432970,8,21,1692842164
23683319,51,425,1692842164
17947238,7,902,1692842164
11266312,119,1357,1692842164
24122,249,7385,1692842164
95702534,2,136,1692842164
37454346,2,1460,1692842217
89568406,4,112,1692842217
70519239,17,97,1692842217
2395089,32,430,1692842217
10474,6647,515005,1692842217
96261901,2,4209,1692842217
29308,297,180426,1692842217
232839,6,107,1692842217
978382,414,2716,1692842217
358102,40,4915,1692842217
3998479,167,32747,1692842217
18409665,4,92,1692842217
2692259,140,1011,1692842269
27002539,107,2456,1692842269
23773563,4,162,1692842269
163438,3343,110860,1692842269
92699700,4,9187,1692842269
18941872,20,1365,1692842269
3578241,15,152,1692842269
211152,7228,69728,1692842269
2584,28478,653788,1692842269
42873,1272,44434,1692842269
1944335,299,10945,1692842269
633558,3299,211360,1692842269
65574209,4,227,1692842269
16195050,2,22,1692842269
3168240,49,782,1692842322
1744728,6,33,1692842322
5247803,44,23729,1692842322
4007381,328,1388,1692842322
2972588,3379,12094,1692842322
1122347,121,1051,1692842322
2146221,117,971,1692842322
18723495,47,37410,1692842376
61256874,2,39,1692842376
3593313,179,10732,1692842376
15223010,35,3214,1692842376
28181877,17,280,1692842376
18531422,496,721,1692842376
90449202,24,45,1692842376
15250145,12,41,1692842376
82769817,20,194,1692842376
7883050,159,4806,1692842376
1242080,1737,15313,1692842376
16019663,8,40,1692842376
18907151,6,2469,1692842376
491378,8497,96621,1692842429
19196263,14,118,1692842429
28142040,4,387,1692842429
15544,5703,214811,1692842429
75752648,8,13717,1692842429
281801,12,4454,1692842429
81219955,24,23,1692842429
93201681,6,185,1692842429
97346859,1,1,1692842429
637937,36,5852,1692842429
2197447,21,352,1692842483
43325,755,59892,1692842483
166512,1277,26588,1692842483
18555453,68,174,1692842483
28124918,54,2780,1692842483
7295562,76,362,1692842483
26322,154,37992,1692842483
18583397,75,8125,1692842483
3665203,11,498,1692842483
66326452,55,19520,1692842483
7942528,41,435,1692842536
4344175,166,2272,1692842536
1251803,312,3050,1692842536
704518,63,82,1692842536
84161917,4,510,1692842536
81888641,4,34,1692842536
1963255,2279,52172,1692842536
826665,48,34790,1692842536
2619610,9,3293,1692842536
5887,1104,824279,1692842536
2661961,8,343,1692842589
11898860,20,311,1692842589
9268609,25,1743,1692842589
10737,4487,68709,1692842589
68175152,4,343,1692842589
16233428,309,10912,1692842589
82082854,15,1050,1692842589
68672685,3,108,1692842589
166690,6322,180839,1692842589
5536521,24,1243,1692842642
78389749,1,22,1692842642
122451,633,155445,1692842642
63304172,1,4,1692842642
2477,27219,1084097,1692842642
2340,30782,254550,1692842642
68154546,15,733,1692842642
1975748,5,14,1692842695
68764876,5,439,1692842695
96658559,0,0,1692842695
86569814,10,1600,1692842695
3598087,10,232,1692842695
2474,14223,102892,1692842695
23680,880,18684,1692842695
58931,1331,26225,1692842695
106584,719,486913,1692842748
1140750,2437,96146,1692842748
1057272,1012,15756,1692842748
9487217,80,1281,1692842748
81090464,4,4,1692842748
31644,145,3009,1692842748
90684726,2,92,1692842801
53216874,21,134,1692842801
56628,109,5625,1692842801
1160854,97,849,1692842801
3513426,11,18406,1692842801
57421,225,12294,1692842801
79998548,9,1514,1692842801
90641570,2,20,1692842853
3086374,24,1333,1692842853
28794941,6,312,1692842853
568781,426,5109,1692842853
2923642,35,948,1692842853
28665387,7,234,1692842853
18000638,364,9322,1692842906
111849,70,14084,1692842906
2724097,25,2183,1692842906
89973025,21,11989,1692842906
1609261,89,1078,1692842906
1397482,62,704,1692842906
71350,1513,173471,1692842906
1162496,172,7106,1692842958
76634625,34,3906,1692842958
1216721,7517,18972,1692842958
1240253,13,307,1692842958
28649897,60,258,1692842958
3125763,212,7629,1692842958
13219455,112,6063,1692842958
54881838,1,0,1692843010
18024073,9,169,1692843010
68067020,6,279,1692843010
3128709,16,4339,1692843010
4416,17466,215048,1692843010
6639977,24,3228,1692843010
77160079,11,519,1692843010
3089114,263,2724,1692843010
95757302,8,322,1692843010
11468014,8,3380,1692843010
18596401,42,1299,1692843063
63285379,6,14,1692843063
784330,99,35597,1692843063
220205,239,25908,1692843063
7032,29845,237421,1692843063
91170174,2,488,1692843063
1882926,30,5031,1692843063
85656518,2,506,1692843063
35523439,2,8,1692843063
80036929,2,8,1692843063
1536514,416,4874,1692843115
18422393,165,1615,1692843115
4514431,14,61,1692843115
85824441,2,271,1692843115
1517824,17,3100,1692843115
82515398,3,35,1692843115
56766,886,5798,1692843115
3407,57178,190928,1692843168
2132727,8,27,1692843168
10047989,6371,109443,1692843168
63484613,28,14,1692843168
931682,16,878,1692843168
3176132,82,3674,1692843168
3807582,68,400,1692843168
7147770,151,138,1692843168
2888865,40,1332,1692843168
33432301,28,412,1692843168
245238,227,25657,1692843168
42415283,16,172,1692843222
12902,12624,232091,1692843222
3881,15646,312509,1692843222
19394,328,38827,1692843222
1996803,262,12925,1692843222
1260561,709,26062,1692843222
917137,271,5409,1692843222
52972,597,27837,1692843222
10515650,45,4612,1692843222
60172576,4,1,1692843274
1557314,18,301,1692843274
66699756,43,3014,1692843274
144414,288,5797,1692843274
10005158,623,7850,1692843274
40814213,11,9013,1692843274
69109979,18,9112,1692843327
93058105,0,23,1692843327
1147000,252,8795,1692843327
2465968,42,854,1692843327
4832201,27,1569,1692843327
10496448,219,25726,1692843327
143448,139,7581,1692843327
13755,323,19288,1692843327
1457702,15,10470,1692843327
2937325,145,3044,1692843327
3178910,1967,113978,1692843380
74677909,8,10,1692843380
35486851,5,65,1692843380
76302249,1,2,1692843380
13048091,160,21029,1692843380
2909349,356,163429,1692843380
2467404,18,2466,1692843380
2045607,98,122,1692843380
74675845,26,8244,1692843380
93641815,5,76,1692843380
2505051,49,4968,1692843432
26253911,11,1602,1692843432
9502542,281,10415,1692843432
813581,303,8026,1692843432
12951519,43,22394,1692843485
249004,769,2100,1692843485
33260191,21,2902,1692843485
973957,91,4439,1692843485
90912229,16,105,1692843485
60358522,3,35,1692843485
2787112,11,259,1692843485
16199754,9,10177,1692843538
18043902,18,318,1692843538
90538923,1,90,1692843538
157262,6436,25652,1692843538
67537118,6,544,1692843538
74283888,15,115,1692843538
88225232,10,3,1692843538
76227652,83,1360,1692843538
3295320,42,190344,1692843590
163566,3264,18027,1692843590
142596,60,1082,1692843590
78631,928,9171,1692843590
42686769,9,164,1692843590
19176921,2,39,1692843590
7917,8007,98746,1692843590
1138689,4302,10853,1692843590
69386044,2,75,1692843643
74434793,2,1237,1692843643
126600,1741,11686,1692843643
26531259,1462,16875,1692843643
3279188,7,126,1692843643
3143455,6427,72867,1692843643
2971337,205,1695,1692843643
13994355,8,37,1692843643
15579078,23,63,1692843643
73067184,19,201,1692843695
74238915,7,446,1692843695
71300779,17,269,1692843695
22167,493,22972,1692843695
450279,145,4104,1692843695
30599146,2,70,1692843695
10017534,22,1035,1692843695
9322302,85,1938,1692843695
5848,10036,113668,1692843748
3536644,8,145,1692843748
2055594,24,208,1692843748
3898242,10,37,1692843748
18788317,5,504,1692843748
73578,88,1965,1692843748
3523887,600,47230,1692843748
1862569,12,2132,1692843800
3158134,324,11223,1692843800
165078,8361,74984,1692843800
18900226,2,79,1692843800
2681180,289,8623,1692843800
1291555,276,2127,1692843800
72272769,20,839,1692843800
7122557,35,232,1692843852
40798255,18,1116,1692843852
74548154,73,97,1692843852
5061336,331,22637,1692843852
444599,453,20379,1692843852
6647752,18,7243,1692843852
69793,121,23909,1692843905
1878126,84,984,1692843905
165461,4350,53437,1692843905
3706348,14,588,1692843905
15695797,92,1508,1692843905
89521965,4,12,1692843905
1965562,77,471,1692843905
102211,135,1558,1692843958
3313008,6,9543,1692843958
27510668,111,1123,1692843958
63267,272,7396,1692843958
12977219,2,2060,1692843958
18195942,44,3743,1692843958
67566886,27,1358,1692843958
2169454,27,583,1692843958
39197750,683,18981,1692843958
331670,414,20229,1692843958
6234,4183,32298,1692844011
64563366,4,386,1692844011
1205053,75,1198,1692844011
528424,33,747,1692844064
17419,3588,27888,1692844064
15644899,2,25,1692844064
3719102,35,662,1692844064
96632578,0,2,1692844064
18021555,48,13382,1692844064
1208213,143,18776,1692844118
28483008,10,381,1692844118
68496728,79,1691,1692844118
96468389,5,145,1692844118
528422,201,1771,1692844171
628213,434,2767,1692844224
28987629,2,510,1692844224
25042958,20,2131,1692844224
2749736,218,7573,1692844224
2575850,20,11799,1692844224
1162405,903,19496,1692844277
85738,261,19529,1692844277
6870363,1075,1494,1692844277
82792265,70,81,1692844277
78451299,21,17148,1692844277
1239251,21,698,1692844331
138192,35,2104,1692844331
42221,5741,112280,1692844331
10682123,66,13130,1692844331
10514179,20,2921,1692844331
96104044,1,106,1692844331
302387,440,116674,1692844331
69552807,7,4785,1692844331
2343688,49,3042,1692844384
912358,41,1242,1692844384
81675397,128,3398,1692844384
2925555,143,15232,1692844384
96403464,1,150,1692844384
1259,85446,1919122,1692844384
79836770,10,1850,1692844384
64595377,19,279,1692844437
88935532,7,235,1692844437
18813,610,21850,1692844437
13617646,32,1819,1692844437
90906967,7,732,1692844437
847311,1820,58473,1692844437
11370,11846,258377,1692844437
84025208,9,2096,1692844437
3777778,217,17624,1692844437
1946459,75,79851,1692844437
102534,336,1996,1692844437
71036906,24,11890,1692844437
53265880,13,1168,1692844437
11040795,109,11609,1692844437
98516997,0,2,1692844490
33299676,2,418,1692844490
53265404,52,315,1692844490
1931371,169,16725,1692844490
9640,4269,24678,1692844490
1281,24047,411989,1692844490
35594754,54,369,1692844490
1889643,72,12135,1692844490
14542824,98,24844,1692844490
426121,89,13462,1692844490
5461,10200,142049,1692844544
70261721,47,11365,1692844544
8288,5518,87083,1692844544
11494547,68,99648,1692844544
3643,3455,197627,1692844544
7602005,50,8547,1692844544
18312164,184,34695,1692844544
33055,285,77547,1692844544
22085,132,44604,1692844544
15101724,223,18143,1692844544
2857634,4298,695351,1692844597
28169,3487,19315,1692844597
1940473,351,6051,1692844597
9219414,15,299,1692844650
996271,27,15795,1692844650
2180169,3231,36403,1692844650
34747223,24,2015,1692844650
77224,1941,98547,1692844650
163732,2727,140222,1692844650
83546,255,12042,1692844650
451961,189,159969,1692844650
90639,570,272034,1692844650
1458905,142,2873,1692844703
3589,79930,544770,1692844703
379207,194,6049,1692844703
33227880,372,12528,1692844703
421728,199,2096,1692844703
73414,1839,32713,1692844703
31398220,16,424,1692844756
7587729,539,21018,1692844756
89490424,2,108,1692844756
65501986,7,4256,1692844756
68428,745,8478,1692844756
1732887,299,4330,1692844756
5352294,186,56933,1692844756
71305857,6,274,1692844808
6587396,318,55877,1692844808
320132,146,18350,1692844808
67080514,14,1107,1692844808
15506,12256,689092,1692844808
7590279,7,658,1692844808
165444,4658,328323,1692844862
313431,361,47789,1692844862
65448818,79,2021,1692844862
81954233,34,498,1692844862
4221934,3392,45211,1692844862
48024,6664,80643,1692844862
25170550,7,242,1692844916
349014,978,25611,1692844916
4399,21347,130539,1692844916
89801388,5,15,1692844970
1406,93870,3606341,1692844970
2305,15765,343273,1692844970
10341654,1256,12383,1692844970
71575605,2746,28615,1692844970
3335,24292,135402,1692844970
4564,17670,95634,1692844970
9117,10357,265828,1692845022
34821,2113,7012,1692845022
1248,123391,19405390,1692845022
85123,1503,25678,1692845022
26283799,2369,18183,1692845022
12192,5613,72060,1692845022
80911138,8001,35764,1692845022
84491389,171,1865,1692845022
25179038,126,37163,1692845022
3558,16831,437864,1692845022
8737,4327,44166,1692845076
9308035,2480,6308800,1692845076
1767,34756,520217,1692845076
24518,2486,266148,1692845129
741062,93,2725,1692845129
79988879,4274,23487,1692845129
2612,3468,80130,1692845129
17882,2443,12104,1692845129
999245,215,1288,1692845129
65878041,1030,12662,1692845129
1339209,9251,101776,1692845184
71316538,7962,84671,1692845184
163993,14311,561603,1692845184
455602,417,14164,1692845184
3025562,359,15689,1692845237
3254263,3181,254632,1692845237
708393,964,38230,1692845237
96180361,4,174,1692845290
162787,14236,284452,1692845290
164885,3091,26983,1692845290
64865352,272,11724,1692845343
585138,1551,19160,1692845396
1399,99075,3754107,1692845449
15916,3780,18823,1692845504
7886,5841,168768,1692845504
6265,11726,130775,1692845504
82385,1772,25489,1692845504
1557409,5635,82182,1692845504
16279,8911,70475,1692845557
3810572,15,135,1692845557
17763,11869,303235,1692845557
52160128,2,132,1692845557
9813,1431,15840,1692845557
14617392,2,1340,1692845557
108854,1038,12621,1692845610
27964,954,30066,1692845610
2609,2729,37037,1692845610
6281,10441,229130,1692845663
24795036,2276,61495,1692845663
22505,3685,141860,1692845663
15142330,2772,73785,1692845716
1051903,2923,61981,1692845821
71001279,142,3948,1692845821
12273,3599,49376,1692845821
56119363,93,621,1692845821
11518813,1,661,1692845821
90409926,9,463,1692845875
1098181,71,938,1692845875
3135,14484,458682,1692845875
3112877,1536,29288,1692845929
49648429,84,105,1692845929
413275,50,28589,1692845929
19100519,158,683,1692845982
40900877,3859,26784,1692845982
34583,4732,44060,1692846034
3677,39710,231927,1692846034
283666,14,630,1692846088
6963,5862,76641,1692846141
11758,10053,142685,1692846194
98106539,1,2,1692846246
2497653,7331,490994,1692846300
37871,646,5829,1692846300
2678,73842,2361990,1692846354
67098,520,5437,1692846354
114485,1695,49430,1692846407
623716,549,4210,1692846407
3543771,1532,50034,1692846407
100302,3021,95567,1692846407
7586104,819,46549,1692846407
68235865,0,1745,1692846407
269675,2367,33673,1692846460
7801,1010,80089,1692846513
1382996,2300,39996,1692846513
56307735,3,10,1692846513
13550,4587,53586,1692846566
29356794,212,6461,1692846673
5243263,1284,24747,1692846673
243836,574,4465,1692846673
698629,836,10477,1692846727
77633193,1074,11690,1692846727
5351,3767,59188,1692846779
10831504,3376,25855,1692846779
220336,75250,1235615,1692846779
22241,1709,36015,1692846833
8017,6113,159079,1692846833
11553382,275,18888,1692846833
166471,4802,131355,1692846833
2155460,4696,13827,1692846887
18979802,14,252,1692846993
19807,2184,12889,1692846993
8058,182,83225,1692847047
165648,1066,53636,1692847047
2382849,940,2939,1692847047
29497,945,13654,1692847100
36141,1033,9429,1692847157
18334050,964,7340,1692847263
15677,13914,122070,1692847317
10682189,13,309,1692847317
9062,34710,183985,1692847317
167024,10583,315855,1692847424
11266342,1655,11730,1692847424
13188,2469,93936,1692847424
10515,1394,11409,1692847424
121082,2799,42138,1692847424
1096036,1626,8208,1692847424
10440912,1487,149417,1692847424
383161,3243,20165,1692847424
82153,2168,38823,1692847424
6867,11831,213051,1692847530
2871879,470,38438,1692847584
2516,33846,704653,1692847584
27221116,1,11,1692847584
162243,669,56041,1692847584
4827450,32,8662,1692847584
41255,88,19402,1692847637
228650,253,156843,1692847637
1476197,17,1052,1692847691
9251256,2065,97307,1692847691
7466,8177,183112,1692847861
5775,5516,166491,1692847861
167757,73,34920,1692847861
95985,178,6449,1692847907
82291209,282,5167,1692847907
2564997,4669,99217,1692847907
3591568,398,53995,1692847907
3619383,631,28140,1692847907
55787,4253,238169,1692847907
35446044,1272,6395,1692847954
377671,1746,14778,1692847954
21337,11211,143084,1692847954
18954974,968,16222,1692847954
28974109,12215,133653,1692847954
39065,1113,18605,1692847954
18777798,645,18089,1692847954
86265278,2453,22051,1692847954
33173633,12,56,1692848000
3509022,799,22890,1692848000
166391,1978,117054,1692848000
1038,437314,13423472,1692848265
1784,35012,3957621,1692848265
1043,213470,6436671,1692848265
483347,372,31732,1692848265
7803233,43,30206,1692848313
3338050,2322,86636,1692848359
20296181,2,7,1692848359
18058364,332,23241,1692848359
7788794,1640,75045,1692848359
28779350,2,245,1692848359
89724899,1565,23024,1692848359
65361091,311,5287,1692848406
647285,445,6383,1692848406
10165687,255,8353,1692848406
256109,41,88353,1692848406
18880849,1679,24205,1692848406
19722,12040,282349,1692848452
3202422,285,3658,1692848452
2636280,201,3013,1692848499
20573,6224,30683,1692848499
91533096,1,6,1692848499
166643,8873,227143,1692848499
40687781,2196,9332,1692848545
19024424,92,682,1692848545
90544524,2,8,1692848545
164711,8099,128413,1692848545
9703,29347,211960,1692848593
461365,2169,24214,1692848593
33457526,567,30397,1692848593
1258855,1,10366,1692848639
3731368,633,32581,1692848639
37251914,54,352,1692848639
8019,3976,58498,1692848639
17981957,370,16249,1692848639
162536,4995,24523,1692848639
15080,11141,87521,1692848685
479154,472,10394,1692848685
16265636,292,3260,1692848685
7639,8111,137763,1692848685
41447,695,28230,1692848685
19192589,725,15800,1692848685
4857,29072,420802,1692848685
72513099,190,1117,1692848685
66727780,58,4712,1692848732
11419,9424,86803,1692848732
16178566,222,990,1692848732
2257863,86,3105,1692848732
12336,1683,29543,1692848732
5343,26619,300608,1692848732
28978143,2607,23561,1692848732
163920,3290,108370,1692848732
704813,1783,62823,1692848779
85320,1217,20885,1692848779
3831,27171,401455,1692848825
2454643,11597,319555,1692848825
82565734,977,2690,1692848825
5998,20339,242891,1692848825
2564992,2624,60328,1692848825
60419691,33,1417,1692848825
163348,5522,109612,1692848872
656981,360,6488,1692848872
202625,95,36153,1692848872
35529547,2031,7778,1692848872
8014,1438,18393,1692848918
550530,996,10786,1692848918
162755,3148,44766,1692848918
1552540,3020,41078,1692848918
2230,8129,112113,1692848918
1494,13655,378038,1692848964
16710,1571,16568,1692848964
3781515,3850,47562,1692848964
6191,29936,292596,1692848964
295604,1125,21869,1692848964
163085,9450,54789,1692848964
406004,1492,19839,1692848964
76073934,2,113,1692849011
2750,2917,60911,1692849011
17902,2377,81821,1692849011
167212,1551,177094,1692849011
6288,911,17611,1692849057
18353,1829,22968,1692849057
18109,2453,14822,1692849057
4249497,445,5697,1692849103
18176,8877,47663,1692849103
165918,2631,51207,1692849103
32478,7817,75173,1692849149
9460096,1632,6336,1692849149
56199234,4,75,1692849149
222632,105,13608,1692849149
1056303,2008,181085,1692849149
11490204,706,6100,1692849195
5970,3466,72278,1692849195
5670,13738,206735,1692849195
104895,569,11306,1692849195
42434665,957,3063,1692849241
4697690,16,498,1692849241
2802262,1034,10763,1692849241
1075291,23718,158024,1692849241
166707,10693,73819,1692849288
20551,2417,34472,1692849288
18617400,12,30933,1692849288
5872503,362,37689,1692849288
37857,1057,24949,1692849288
6016,3710,43913,1692849288
9732,1876,15965,1692849334
57654024,361,873,1692849334
3549,17617,1090724,1692849334
49042,2882,29074,1692849334
3534,70170,1496396,1692849381
822071,1002,6583,1692849381
61252,235,51245,1692849381
76500049,1714,23835,1692849381
299849,3968,144191,1692849381
1603,65577,2557105,1692849381
6913,30354,112125,1692849381
18860134,2148,1967080,1692849381
4037,13530,187158,1692849428
333323,3111,90397,1692849428
81897394,36,8744,1692849428
295644,1405,30511,1692849428
8968,2909,115401,1692849428
23258,1112,33955,1692849428
3128,47151,625064,1692849474
3521798,2703,11412,1692849474
265869,10167,68037,1692849474
3185967,37,10783,1692849474
164245,15674,88719,1692849521
73984720,7,296,1692849521
4835523,402,21833,1692849521
96371493,1,62,1692849521
108340,10905,88514,1692849567
8403,11826,72659,1692849567
7783,4606,31932,1692849567
3450,22943,333997,1692849614
2459,8916,150385,1692849614
19337,2345,20988,1692849614
6643679,103,1632,1692849660
35504,9262,76717,1692849660
18617399,1277,25463,1692849660
12570,4778,13329,1692849660
11243027,283,11143,1692849706
3008681,701,13231,1692849706
104405,2278,66046,1692849706
35571114,578,9799,1692849706
166732,9158,84462,1692849706
12932,2626,48102,1692849706
1523,148293,1782811,1692849753
2450045,27,12344,1692849753
5553,25584,562858,1692849800
29289303,339,163727,1692849800
76127808,34,1132,1692849800
41004,3713,30143,1692849800
14528,3688,64078,1692849846
19565,6290,12144,1692849846
19164401,7,257,1692849846
1867264,124,774,1692849846
963770,1638,17614,1692849846
13920,1929,24133,1692849846
25076,9365,29627,1692849846
9210946,1465,21748,1692849846
16094,1193,16766,1692849846
4994,8513,104073,1692849893
35434603,1399,13915,1692849893
18036,1377,30342,1692849893
4257,42762,443465,1692849893
64639449,3318,53639,1692849893
19180,4658,35715,1692849893
17233,2408,40106,1692849893
165303,3375,55183,1692849893
2432,13732,489750,1692849893
344707,2987,145664,1692849939
29016120,10,298,1692849939
4255,16772,165471,1692849939
2394593,4383,27226,1692849939
35640218,600,23417,1692849939
6250,23503,150055,1692849939
9652,6843,179444,1692849939
